"DATO","NUMMER","TYPE","SPRAK","REGDATO","MODDATO","TITTEL","KORT","OVERSETTER","KODER","BIBSYS","URL","NOTE","INOTE","UTGAVE"
"1986-01-13 00:00:00.0","32","FORSKRIFT","NULL","2004-11-25 09:21:47.0","2004-11-25 09:21:47.0","Forskrift for bruk av radioaktive kilder om bord på flyttbare innretninger","Forskrift om radioaktivitet på flyttbare innretninger","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1986-01-13 00:00:00.0","32","FORSKRIFT","ENG","2004-11-25 09:23:46.0","2004-11-25 09:23:46.0","Regulations for the use of radioactive sources on board Norwegian drilling platforms and other mobile drilling units","NULL","NULL","NULL","NULL","for-19860113-0032-eng.pdf","NULL","NULL","NULL"
"1986-12-17 00:00:00.0","2319","FORSKRIFT","NULL","2004-11-25 09:30:04.0","2004-11-25 09:30:04.0","Forskrift for forflytning og sleping av flyttbare innretninger samt slepearrangement og fortøyning av forsyningsskip på slike innretninger","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1997-06-13 00:00:00.0","44","LOV","NULL","1999-04-27 00:00:00.0","2000-09-05 09:26:38.0","Lov om aksjeselskaper","Aksjeloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1986-03-21 00:00:00.0","747","FORSKRIFT","NULL","2000-09-04 00:00:00.0","2000-09-04 10:56:01.0","Forskrift om kjørende og gående trafikk","Trafikkregler","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1988-06-24 00:00:00.0","64","LOV","NULL","1998-04-28 00:00:00.0","2000-09-06 12:39:25.0","Lov om utlendingers adgang til riket og deres opphold her","Utlendingsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1978-06-09 00:00:00.0","45","LOV","RUS","2000-10-04 00:00:00.0","2000-10-04 10:30:27.0","O ravnopravii mezdu polami","NULL","Oversatt av Alla Koskova for Likestillingsombudet","NULL","NULL","lov-19780609-045-rus.pdf","NULL","NULL","Med endringer fra august 1995"
"1994-11-25 00:00:00.0","1026","FORSKRIFT","NULL","2000-10-16 13:18:31.0","2000-10-16 13:18:31.0","Forskrift om fastsetting og innkreving av avgift til Norsk Naturskadepool etter lov 16. juni 1989 nr 70 om naturskadeforsikring § 4 a","Forskrift om avgift, Norsk Naturskadepool","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1915-08-13 00:00:00.0","5","LOV","ENG","2014-07-23 00:00:00.0","2015-09-02 11:27:09.0","Act relating to the Courts of Justice","Courts of Justice act","Norwegian Courts Administration","NULL","NULL","https://www.domstol.no/globalassets/upload/da/internett/domstol.no/domstoladministrasjonen/internasjonalt/courts-of-justice-act-english-translation-uten-paragrafinnledning.pdf","NULL","NULL","Based on the Norwegian official version as of 1st Oct. 2013"
"1999-06-25 00:00:00.0","46","LOV","NULL","2000-10-17 00:00:00.0","2000-10-17 10:27:06.0","Lov om finansavtaler og finansoppdrag","Finansavtaleloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1969-06-19 00:00:00.0","67","LOV","ENG","1998-04-28 00:00:00.0","2000-11-13 09:15:47.0","Act relating to tax on investments etc.","NULL","NULL","NULL","NULL","lov-19690619-067-eng.pdf","NULL","NULL","With amendments up to 16 June 1989"
"2003-12-16 00:00:00.0","1551","FORSKRIFT","NULL","2005-05-27 14:27:12.0","2005-05-27 14:27:12.0","Forskrift om gebyr for tjenester fra Brønnøysundregistrene","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1978-06-09 00:00:00.0","50","LOV","NULL","1998-04-28 00:00:00.0","2000-12-05 08:45:29.0","Lov om kulturminner","Kulturminneloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1975-06-13 00:00:00.0","35","LOV","NULL","1998-04-28 00:00:00.0","2000-12-06 13:10:20.0","Lov om skattelegging av undersjøiske petroleumsforekomster m.v.","Petroleumsskatteloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1986-02-28 00:00:00.0","8","LOV","NULL","1998-04-28 00:00:00.0","2000-12-05 09:40:56.0","Lov om adopsjon","Adopsjonsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2000-05-12 00:00:00.0","36","LOV","NULL","2000-12-05 09:59:53.0","2000-12-05 09:59:53.0","Lov om strålevern og bruk av stråling","Strålevernloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2002-02-21 00:00:00.0","254","FORSKRIFT","NULL","2002-07-29 10:45:57.0","2002-07-29 10:45:57.0","Forskrift om regulering av fisket med fartøyer som fører grønlandsk flagg i Norges økonomiske sone i 2002","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2003-12-16 00:00:00.0","1551","FORSKRIFT","ENG","2005-05-27 14:28:39.0","2005-05-27 14:28:39.0","Regulations relating to fees for services","NULL","The Brønnøysund Register Centre","NULL","NULL","http://www.brreg.no/english/acts/gebyrforskrift.html","NULL","NULL","NULL"
"1989-06-09 00:00:00.0","32","LOV","NULL","2005-05-27 14:43:22.0","2005-05-27 14:43:22.0","Lov om avleveringsplikt for allment tilgjengelege dokument","Pliktavleveringslova","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2001-12-14 00:00:00.0","1420","FORSKRIFT","NULL","2002-08-16 14:08:45.0","2002-08-16 14:08:45.0","Forskrift om forbud mot utførsel av kulturminner","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1998-11-30 00:00:00.0","1102","FORSKRIFT","NULL","2005-06-14 13:13:29.0","2005-06-14 13:13:29.0","Forskrift om utveksling av opplysninger med tilsynsmyndigheter fra land i og utenfor EØS-området","Forskrift om utveksling av opplysninger med EØS","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1999-06-25 00:00:00.0","712","FORSKRIFT","NULL","2005-06-14 13:43:02.0","2005-06-14 13:43:02.0","Forskrift om revisjon og revisorer","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2001-04-02 00:00:00.0","364","FORSKRIFT","NULL","2005-06-14 13:46:51.0","2005-06-14 13:46:51.0","Forskrift om kontrollkomité for børser","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2001-04-02 00:00:00.0","364","FORSKRIFT","ENG","2005-06-14 13:48:25.0","2005-06-14 13:48:25.0","Regulations on responsibility for internal control and on documentation and confirmation of internal control","NULL","Kredittilsynet","NULL","NULL","for-20010402-0364-eng.pdf","NULL","NULL","Translation as of October 2004"
"1990-10-22 00:00:00.0","875","FORSKRIFT","NULL","2005-06-14 13:51:54.0","2005-06-14 13:51:54.0","Forskrift om minstekrav til kapitaldekning i finansinstitusjoner og verdipapirforetak","Forskrift om kapitaldekning, finansinstitusjoner","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1990-10-22 00:00:00.0","875","FORSKRIFT","ENG","2005-06-14 13:53:43.0","2005-06-14 13:53:43.0","Regulations on minimum standards of capital adequacy for financial institutions and investment firms","NULL","Kredittilsynet","NULL","NULL","for-19901022-0875-eng.pdf","NULL","NULL","Translation updated October 2003"
"1990-06-01 00:00:00.0","435","FORSKRIFT","NULL","2005-06-14 13:56:29.0","2005-06-14 13:56:29.0","Forskrift om beregning av ansvarlig kapital for finansinstitusjoner, oppgjørssentraler og verdipapirforetak","Forskrift om beregning av ansvarlig kapital","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1990-06-01 00:00:00.0","435","FORSKRIFT","ENG","2005-06-14 13:58:08.0","2005-06-14 13:58:08.0","Regulations on measurement of the own funds of financial institutions, clearing houses and investment firms","NULL","Kredittilsynet","NULL","NULL","for-19900601-0435-eng.pdf","NULL","NULL","Translation updated October 2003"
"1998-03-20 00:00:00.0","11","LOV","NULL","2003-01-20 09:40:44.0","2003-01-20 09:40:44.0","Lov om etterretningstjenesten","Etterretningstjenesteloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2003-12-10 00:00:00.0","1487","FORSKRIFT","ENG","2005-06-14 14:03:11.0","2005-06-14 14:03:11.0","Regulations on measurements to combat the laundering of proceeds of crime etc.","Money Laundering Regulations","Kredittilsynet","NULL","NULL","for-20031210-1487-eng.pdf","NULL","NULL","Translation date: July 2004"
"2003-12-10 00:00:00.0","1487","FORSKRIFT","NULL","2005-06-14 00:00:00.0","2005-06-14 14:04:22.0","Forskrift om tiltak mot hvitvasking av utbytte fra straffbare handlinger mv.","Hvitvaskingsforskriften","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1981-03-13 00:00:00.0","6","LOV","ENG","1998-05-06 00:00:00.0","2015-07-08 11:41:32.0","Act Concerning Protection Against Pollution and Concerning Waste","Pollution Control Act","Ministry of Climate and Environment","NULL","NULL","https://www.regjeringen.no/en/dokumenter/pollution-control-act/id171893/","This transaltion is based on the norwegian text with latest amendments of 20 june 2003.","NULL","NULL"
"2003-06-20 00:00:00.0","41","LOV","NULL","2005-06-14 14:17:11.0","2005-06-14 14:17:11.0","Lov om tiltak mot hvitvasking av utbytte fra straffbare handlinger mv.","Hvitvaskingsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1972-03-24 00:00:00.0","11","LOV","NULL","1998-04-28 00:00:00.0","2004-02-05 14:18:39.0","Lov om angrefrist ved visse avtaler om forbrukerkjøp m.m.","Angrefristloven - afrl.","NULL","NULL","NULL","NULL","Opphevet ved lov-2000-12-21-105","NULL","NULL"
"1961-05-24 00:00:00.0","2","LOV","NULL","1998-04-28 00:00:00.0","2001-01-08 13:47:26.0","Lov om forretningsbanker","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1973-03-09 00:00:00.0","13","LOV","NULL","1998-04-28 00:00:00.0","2004-02-05 14:52:29.0","Lov om godkjenning m.v. av psykologer","Psykologloven","NULL","NULL","NULL","NULL","Opphevet ved lov-1999-07-02-64","NULL","NULL"
"1973-03-09 00:00:00.0","13","LOV","ENG","1998-04-28 00:00:00.0","2004-02-05 14:53:13.0","Act concerning authorization etc. of psychologists","NULL","Ministry of Social Affairs","NULL","NULL","lov-19730309-013-eng.pdf","Annulled by Act-1999-07-02-64","NULL","Translated September 1978"
"1961-05-24 00:00:00.0","1","LOV","NULL","1998-04-28 00:00:00.0","2001-01-08 15:46:21.0","Lov om sparebanker","Sparebankloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1974-06-21 00:00:00.0","55","LOV","NULL","1998-04-28 00:00:00.0","2004-02-06 10:00:22.0","Lov om videregående opplæring","NULL","NULL","NULL","NULL","NULL","Opphevet ved lov-1993-06-11-90","NULL","NULL"
"1974-05-31 00:00:00.0","19","LOV","NULL","1998-04-28 00:00:00.0","2004-02-06 10:11:23.0","Lov om konsesjon og om forkjøpsrett for det offentlige ved erverv av fast eiendom","Konsesjonsloven","NULL","NULL","NULL","NULL","Opphevet ved lov-2003-06-20-45","NULL","NULL"
"1974-06-21 00:00:00.0","55","LOV","ENG","1998-04-28 00:00:00.0","2004-02-06 10:08:47.0","Act concerning the upper secondary school","NULL","Ministry of Church and Education","NULL","NULL","lov-19740621-055-eng.pdf","Annulled by Act-1993-06-11-90","NULL","NULL"
"1974-05-31 00:00:00.0","19","LOV","ENG","1998-04-28 00:00:00.0","2004-02-06 10:13:12.0","Act relating to concession and to the public authorities' right of pre-emption in the acquisition of real property","The Concession Act","NULL","NULL","NULL","lov-19740531-019-eng.pdf","Annulled by Act-2003-06-20-45","NULL","With amendments of 28 June 1974"
"1996-11-29 00:00:00.0","72","LOV","NULL","2001-01-22 14:08:04.0","2001-01-22 14:08:04.0","Lov om petroleumsvirksomhet","Petroleumsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1974-12-20 00:00:00.0","73","LOV","ENG","1998-04-28 00:00:00.0","2004-02-06 10:17:43.0","Act concerning the welfare of aminals","NULL","NULL","NULL","NULL","lov-19741220-073-eng.pdf","NULL","NULL","Translation date: April 1980"
"1975-05-30 00:00:00.0","18","LOV","NULL","1998-04-28 00:00:00.0","2004-02-06 10:24:27.0","Sjømannslov","Sjømannsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1993-06-11 00:00:00.0","66","LOV","NULL","1998-04-28 00:00:00.0","2001-02-20 14:46:20.0","Lov om pristiltak","Pristiltaksloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1991-07-04 00:00:00.0","47","LOV","NULL","2000-04-04 00:00:00.0","2001-02-21 12:43:38.0","Lov om ekteskap","Ekteskapsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1976-12-17 00:00:00.0","15","FORSKRIFT","NULL","2004-02-06 11:07:50.0","2004-02-06 11:07:50.0","Forskrift om iverksettelse av Norges økonomiske sone. Delegering av fullmakt","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1976-12-17 00:00:00.0","15","FORSKRIFT","ENG","2004-02-06 11:10:07.0","2004-02-06 11:10:07.0","Royal decree of 17th December 1976 relating to the establishment om the economic zone of Norway","NULL","NULL","NULL","NULL","NULL","As supplement to Act no. 91 of 17th December 1976 relating to the economic zone of Norway","NULL","NULL"
"1998-07-17 00:00:00.0","61","LOV","NULL","1999-03-17 00:00:00.0","2001-04-30 15:39:57.0","Lov om grunnskolen og den vidaregåande opplæringa","Opplæringslova","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1976-12-17 00:00:00.0","99","LOV","NULL","1998-04-28 00:00:00.0","2004-02-06 11:13:10.0","Midl. lov om adgang til telefonkontroll ved etterforskning av overtredelser av narkotikalovgivningen","NULL","NULL","NULL","NULL","NULL","Opphevet ved lov-1990-12-21-76","NULL","NULL"
"1970-12-04 00:00:00.0","83","LOV","ENG","1998-04-28 00:00:00.0","2004-02-13 15:22:25.0","Act concerning trade in fertilizers and soil-improvements etc.","NULL","NULL","NULL","NULL","lov-19701204-083-eng.pdf","Annulled by Act-2003-12-19-124","NULL","NULL"
"1969-06-19 00:00:00.0","57","LOV","NULL","1998-04-28 00:00:00.0","2004-02-13 15:25:26.0","Lov om sykehus m.v.","Sykehusloven","NULL","NULL","NULL","NULL","Opphevet ved lov-1999-07-02-61","NULL","NULL"
"1969-06-19 00:00:00.0","57","LOV","ENG","1998-04-28 00:00:00.0","2004-02-13 15:26:19.0","The Hospitals Act","NULL","NULL","NULL","NULL","lov-19690619-057-eng.pdf","Annulled by Act 1999-07-02-61","NULL","NULL"
"1971-06-18 00:00:00.0","90","LOV","ENG","1998-05-20 00:00:00.0","2004-02-13 15:31:02.0","Act relating to mustering of employees on board ships etc.","NULL","Directorate for Seamen","NULL","NULL","lov-19710618-090-eng.pdf","NULL","NULL","Translated June 1987"
"1972-05-12 00:00:00.0","28","LOV","ENG","1998-04-28 00:00:00.0","2004-02-13 15:34:22.0","Act concerning nuclear energy activities","NULL","Ministry of Foreign Affairs","NULL","NULL","lov-19720512-028-eng.pdf","NULL","NULL","With amendments last of 20th December 1985"
"1969-06-13 00:00:00.0","24","LOV","ENG","2003-10-20 00:00:00.0","2004-02-04 09:20:46.0","Act no 24 of 13 June 1969 concerning primary and lower secondary education","Primary and Lower Secondary Education Act","NULL","NULL","NULL","lov-19690613-024-eng.pdf","Annulled by Act 1998-07-17-60","NULL","With amendments of 18th December 1987"
"1992-07-17 00:00:00.0","100","LOV","NULL","1998-05-05 00:00:00.0","2001-04-30 15:42:56.0","Lov om barneverntjenester","Barnevernloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1967-12-15 00:00:00.0","9","LOV","NULL","1998-04-28 00:00:00.0","2001-06-06 08:34:00.0","Lov om patenter","Patentloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1961-03-03 00:00:00.0","4","LOV","NULL","1998-04-28 00:00:00.0","2001-06-06 08:47:42.0","Lov om varemerker","Varemerkeloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1964-03-14 00:00:00.0","1","LOV","ENG","1998-04-28 00:00:00.0","2004-02-04 11:23:50.0","Act on measures to prevent plant diseases and pests","The Plant Diseases Act","Ministry of Agriculture","NULL","NULL","NULL","NULL","Norwegian laws s. 620-622","NULL"
"1964-05-29 00:00:00.0","1","LOV","NULL","1998-04-28 00:00:00.0","2004-02-04 11:32:26.0","Lov om personnamn","Namnelova","NULL","NULL","NULL","NULL","Opphevet ved lov-2002-06-07-19","NULL","NULL"
"1965-06-18 00:00:00.0","11","LOV","NULL","1998-04-28 00:00:00.0","2004-02-04 15:31:12.0","Lov om Distriktenes utbyggingsfond","NULL","NULL","NULL","NULL","NULL","Opphevet ved lov 1992-07-03-97","NULL","NULL"
"1965-03-19 00:00:00.0","3","LOV","ENG","1998-04-28 00:00:00.0","2004-02-04 13:49:06.0","Act relating to exemption from military service for reasons of personal conviction","NULL","NULL","NULL","NULL","lov-19650319-003-eng.pdf","Hele loven i pdf","Norwegian laws s. 87-91 (utdrag)","NULL"
"1965-06-18 00:00:00.0","4","LOV","ENG","1998-04-28 00:00:00.0","2004-02-04 13:56:38.0","Act relating to road traffic","The Road Traffic Act","NULL","NULL","NULL","lov-19650618-004-eng.pdf","NULL","NULL","With amendments as of June 1988"
"1965-06-18 00:00:00.0","11","LOV","ENG","1998-04-28 00:00:00.0","2004-02-04 15:31:47.0","Act respecting the Regional Development Fund","NULL","Ministry of Local Government and Labour","NULL","NULL","lov-19650618-011-eng.pdf","Annulled by Act-1992-07-03-97","NULL","With amendments of 11 June 1976"
"2001-06-15 00:00:00.0","93","LOV","LAP","2015-09-04 00:00:00.0","2015-09-04 14:49:12.0","Láhka spesialistadearvvasvuodabálvalusa jna. birra","NULL","NULL","NULL","NULL","https://www.regjeringen.no/se/dokumenter/lahka-spesialistadearvvavuoabalvalusa-jn/id516848/","NULL","NULL","NULL"
"2002-06-28 00:00:00.0","650","FORSKRIFT","NULL","2016-01-14 16:04:40.0","2016-01-14 16:04:40.0","Forskrift om konsekvensutredninger og avgrensing av planområdene på Svalbard","Forskrift om planområdene på Svalbard mv.","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2002-06-28 00:00:00.0","650","FORSKRIFT","ENG","2016-01-14 16:05:27.0","2016-01-14 16:05:27.0","Regulations relating to environmental impact assessment and delimitation of the land-use planning areas in Svalbard","NULL","Ministry of Climate and Environment","NULL","NULL","https://www.regjeringen.no/en/dokumenter/regulations-relating-to-environmental-im/id512069/","NULL","NULL","NULL"
"1964-06-20 00:00:00.0","5","LOV","NULL","2004-02-04 00:00:00.0","2004-02-04 15:25:10.0","Lov om legemidler med videre","Legemiddelloven","NULL","NULL","NULL","NULL","Opphevet ved lov-1992-12-04-132","NULL","NULL"
"1963-05-31 00:00:00.0","3","LOV","NULL","1998-04-28 00:00:00.0","2004-02-04 15:21:07.0","Lov om arbeidsvilkår for hushjelp","Hushjelploven","NULL","NULL","NULL","NULL","Opphevet ved lov-1995-01-06-2","NULL","NULL"
"1963-05-31 00:00:00.0","3","LOV","ENG","1998-04-28 00:00:00.0","2004-02-04 15:21:46.0","Act respecting the conditions of employment of domestic servants","NULL","International Labour Office","NULL","NULL","lov-19630531-003-eng.pdf","Annulled by Act-1995-01-06-2","NULL","NULL"
"1970-12-04 00:00:00.0","82","LOV","NULL","1998-04-28 00:00:00.0","2004-02-05 13:47:13.0","Lov om såvarer","Såvareloven","NULL","NULL","NULL","NULL","Opphevet ved lov-2003-12-19-124","NULL","NULL"
"1970-12-04 00:00:00.0","82","LOV","ENG","1998-04-28 00:00:00.0","2004-02-05 13:47:58.0","Act on seeds etc.","NULL","NULL","NULL","NULL","lov-19701204-082-eng.pdf","Annulled by Act-2003-12-19-124","NULL","Translated March 1971"
"1970-12-04 00:00:00.0","83","LOV","NULL","1998-04-28 00:00:00.0","2004-02-05 13:54:09.0","Lov om handel med gjødsel og jordforbedringsmidler m.v.","NULL","NULL","NULL","NULL","NULL","Opphevet ved lov-2003-12-19-124","NULL","NULL"
"1996-12-20 00:00:00.0","1161","FORSKRIFT","NULL","2001-09-19 13:52:58.0","2001-09-19 13:52:58.0","Forskrift til domstolloven kapitel 11","Advokatforskriften","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1999-12-17 00:00:00.0","95","LOV","NULL","2001-10-01 14:58:57.0","2001-10-01 14:58:57.0","Lov om betalingssystemer m.v.","Betalingssystemloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1993-06-11 00:00:00.0","101","LOV","NULL","2001-10-01 15:15:39.0","2001-10-01 15:15:39.0","Lov om luftfart","Luftfartsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1999-03-26 00:00:00.0","17","LOV","NULL","2001-12-06 09:34:43.0","2001-12-06 09:34:43.0","Lov om husleieavtaler","Husleieloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1992-12-21 00:00:00.0","1246","FORSKRIFT","NULL","2002-01-02 13:05:26.0","2002-01-02 13:05:26.0","Forskrift om barnverntjenestens adgang til å kreve egenbetaling fra barnet til dekning av oppholdsutgifter","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2006-10-16 00:00:00.0","1160","FORSKRIFT","NULL","2016-01-14 09:23:40.0","2016-01-14 09:23:40.0","Forskrift om fråhaldsplikt for personell som utfører oppgåver som gjeld tryggleiken ved jernbane, medrekna sporveg, tunnelbane og forstadsbane mv.","Fråhaldspliktforskrifta","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2006-10-16 00:00:00.0","1160","FORSKRIFT","ENG","2016-01-14 09:24:57.0","2016-01-14 09:24:57.0","Regulations on Compulsory Abstinence from Alcohol etc., for Personnel performing Tasks related to Safety on Railways, including Tramways, Underground Railways and Suburban Railways etc.","Abstinence Regulations","Ministry of Transport and Communications","NULL","NULL","https://www.regjeringen.no/en/dokumenter/Regulations-on-Compulsory-Abstinence-fro/id469904/","NULL","NULL","NULL"
"2003-02-05 00:00:00.0","135","FORSKRIFT","NULL","2016-01-14 09:26:52.0","2016-01-14 09:26:52.0","Forskrift om fordeling av jernbaneinfrastrukturkapasitet og innkreving av avgifter for bruk av det nasjonale jernbanenettet (fordelingsforskriften)","Fordelingsforskriften for jernbanen","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1993-12-22 00:00:00.0","1430","FORSKRIFT","NULL","2002-01-02 13:29:13.0","2002-01-02 13:29:13.0","Forskrift om barnets talsperson i saker som skal  behandles i fylkesnemnda","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2006-03-31 00:00:00.0","379","FORSKRIFT","NULL","2016-01-14 09:30:24.0","2016-01-14 09:30:24.0","Forskrift om varslings- og rapporteringsplikt i forbindelse med jernbaneulykker og jernbanehendelser","Varslings- og rapporteringsforskriften","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1999-10-15 00:00:00.0","1090","FORSKRIFT","NULL","2002-01-02 13:32:01.0","2002-01-02 13:32:01.0","Forskrift om politiattest i henhold til barnevernloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2006-03-31 00:00:00.0","379","FORSKRIFT","ENG","2016-01-14 09:31:35.0","2016-01-14 09:31:35.0","Regulations on the Obligation to Notify and Report Railway Accidents and Railway Incidents","Notification and Reporting Regulations","Ministry of Transport and Communications","NULL","NULL","https://www.regjeringen.no/en/dokumenter/Regulations-on-the-Obligation-to-Notify-/id469901/","NULL","NULL","NULL"
"1995-09-01 00:00:00.0","772","FORSKRIFT","NULL","2002-01-02 13:34:22.0","2002-01-02 13:34:22.0","Forskrift om lov om barneverntjenesters anvendelse på Svalbard","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2002-06-21 00:00:00.0","45","LOV","NULL","2016-01-14 09:40:37.0","2016-01-14 09:40:37.0","Lov om yrkestransport med motorvogn og fartøy","Yrkestransportlova","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2002-06-21 00:00:00.0","45","LOV","ENG","2016-01-14 09:41:28.0","2016-01-14 09:41:28.0","Act on Professional Transport by Motor Vehicle and Vessel","Professional Transport Act","Ministry of Transport and Communications","NULL","NULL","https://www.regjeringen.no/en/dokumenter/act-on-professional-transport-by-motor-v/id636843/","NULL","NULL","NULL"
"2005-06-03 00:00:00.0","34","LOV","ENG","2016-01-14 09:49:00.0","2016-01-14 09:49:00.0","Act on Notification, Reporting and Investigation of Railway Accidents and Railway Incidents etc.","Railway Investigation Act","Ministry of Transport and Communications","NULL","NULL","https://www.regjeringen.no/en/dokumenter/Act-on-Notification-Reporting-and-Invest/id470034/","NULL","NULL","NULL"
"1999-11-30 00:00:00.0","1195","FORSKRIFT","NULL","2002-01-02 13:42:13.0","2002-01-02 13:42:13.0","Forskrift om krav til organisasjon som formidler barn fra fremmed stat med sikte på adopsjon","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1973-03-09 00:00:00.0","14","LOV","NULL","1998-04-28 00:00:00.0","2002-01-02 13:58:00.0","Lov om vern mot tobakkskader","Tobakkskadeloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2000-04-14 00:00:00.0","328","FORSKRIFT","NULL","2002-01-02 14:16:59.0","2002-01-02 14:16:59.0","Forskrift om fastlegeordning i kommunene","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1999-07-02 00:00:00.0","64","LOV","NULL","2002-01-02 14:19:44.0","2002-01-02 14:19:44.0","Lov om helsepersonell m.v.","Helsepersonelloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1995-02-24 00:00:00.0","11","LOV","NULL","2002-02-21 15:40:56.0","2002-02-21 15:40:56.0","Lov om lotterier m.v.","Lotteriloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1996-12-06 00:00:00.0","75","LOV","NULL","1998-05-04 00:00:00.0","2005-06-14 14:21:28.0","Lov om sikringsordninger for banker og offentlig administrasjon m.v. av finansinstitusjoner","Banksikringsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2001-04-20 00:00:00.0","13","LOV","NULL","2002-03-26 11:31:36.0","2002-03-26 11:31:36.0","Lov om erstatning fra staten for personskade voldt ved straffbar handling m.m.","Voldsoffererstatningsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1989-06-16 00:00:00.0","53","LOV","NULL","1998-04-28 00:00:00.0","2005-06-14 14:27:12.0","Lov om eiendomsmegling","Eiendomsmeglingsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2000-04-14 00:00:00.0","328","FORSKRIFT","ENG","2002-01-02 00:00:00.0","2002-04-17 12:55:09.0","Regulation relating to a munipical regular GP scheme","NULL","Ministry of Health and Social Affairs","NULL","NULL","http://odin.dep.no/hd/engelsk/regelverk/p20042245/030061-200005/index-dok000-b-n-a.html","NULL","NULL","NULL"
"2004-11-19 00:00:00.0","73","LOV","NULL","2005-07-05 10:54:12.0","2005-07-05 10:54:12.0","Lov om bokføring","Bokføringsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2001-09-10 00:00:00.0","1102","FORSKRIFT","NULL","2002-04-30 10:06:43.0","2002-04-30 10:06:43.0","Forskrift om forbud mot bruk av CCA-impregnert trevirke","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1988-06-10 00:00:00.0","39","LOV","NULL","2002-05-29 11:13:49.0","2002-05-29 11:13:49.0","Lov om forsikringsvirksomhet","Forsikringsvirksomhetsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2001-10-08 00:00:00.0","1180","FORSKRIFT","NULL","2002-04-30 10:09:49.0","2002-04-30 10:09:49.0","Forskrift om nonylfenol og oktylfenol og deres etoksilater","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
