"id","created_at","updated_at","deleted_at","etternavn","fornavn","kjonn","fodt","dod","bibsys_id","wikidata_id"
1060,"2019-08-16 10:59:59","2019-08-16 10:59:59",,"Krogh-Tonning","Knud Karl","m",,,,
1473,"2019-08-16 11:00:30","2019-08-16 11:00:30",,"Krogh-Tonning","Einar","m",,,,
421,"2019-08-16 10:59:27","2019-08-16 10:59:27",,"Krogness","Johan R.","m",,,,
422,"2019-08-16 10:59:27","2019-08-16 10:59:27",,"Krogness","Samson","m",,,,
1006,"2019-08-16 10:59:54","2019-08-16 10:59:54",,"Krogness","Johan Richard","m",,,,
2557,"2019-08-16 11:02:29","2019-08-16 11:02:29",,"Krogshus","G.","m",,,,
3858,"2019-08-16 11:04:00","2019-08-16 11:04:00",,"Krogtoft","Magne","m",,,,
978,"2019-08-16 10:59:51","2019-08-16 10:59:51",,"Krogvig","Anders","m",,,,
2357,"2019-08-16 11:02:16","2019-08-16 11:02:16",,"Krogvig","Kjell","m",,,,
250,"2019-08-16 10:59:21","2019-08-16 10:59:21",,"Krohg","Georg Anton","m",,,,
309,"2019-08-16 10:59:22","2019-08-16 10:59:22",,"Krohg","Christian","m",,,,
424,"2019-08-16 10:59:27","2019-08-16 10:59:27",,"Krohg","Otto Theodor","m",,,,
272,"2019-08-16 10:59:21","2019-08-16 10:59:21",,"Krohn","Henrik","m",,,,
403,"2019-08-16 10:59:26","2019-08-16 10:59:26",,"Krohn","Georg Herman","m",,,,
2298,"2019-08-16 11:02:12","2019-08-16 11:02:12",,"Krohn","C.H.","m",,,,
2822,"2019-08-16 11:02:57","2019-08-16 11:02:57",,"Krohn","Olaf","m",,,,
3090,"2019-08-16 11:03:37","2019-08-16 11:03:37",,"Krohn","Alf","m",,,,
4287,"2019-11-24 17:04:09","2019-11-24 17:04:09",,"Krohn","Julius","m",,,,
1360,"2019-08-16 11:00:18","2019-08-16 11:00:18",,"Krokann","Inge","m",,,,
3316,"2019-08-16 11:03:51","2019-08-16 11:03:51",,"Krokann",,,,,,
2658,"2019-08-16 11:02:39","2019-08-16 11:02:39",,"Krueger","Victor","m",,,,
3687,"2019-08-16 11:03:56","2019-08-16 11:03:56",,"Kruuse","Jens","m",,,,
2071,"2019-08-16 11:01:56","2019-08-16 11:01:56",,"Krzyzanovski","A.","m",,,,
199,"2019-08-16 10:59:20","2019-08-16 10:59:20",,"Kræmer","Lotten v.","f",,,,
1898,"2019-08-16 11:01:40","2019-08-16 11:01:40",,"Kræmmer","Elias","m",,,,
1539,"2019-08-16 11:00:38","2019-08-16 11:00:38",,"Krøger","Cecil","m",,,,
4085,"2019-08-16 11:04:04","2019-08-16 11:04:04",,"Krøger","Cathrine","f",,,,
4022,"2019-08-16 11:04:03","2019-08-16 11:04:03",,"Kundera","Milan","m",,,,
4322,"2020-01-24 10:43:42","2020-01-24 10:43:42",,"Kundera","Milan","m",,,,
3875,"2019-08-16 11:04:00","2019-08-16 11:04:00",,"Kuznetsov","Anatolij","m",,,,
1956,"2019-08-16 11:01:45","2019-08-16 11:01:45",,"Kvaale","Severin","m",,,,
3004,"2019-08-16 11:03:22","2019-08-16 11:03:22",,"Kvale","Jens","m",,,,
3005,"2019-08-16 11:03:22","2019-08-16 11:03:22",,"Kvale","Torstein","m",,,,
3121,"2019-08-16 11:03:43","2019-08-16 11:03:43",,"Kvale","Tr.","m",,,,
2209,"2019-08-16 11:02:08","2019-08-16 11:02:08",,"Kvalstad","Louis","m",,,,
3614,"2019-08-16 11:03:55","2019-08-16 11:03:55",,"Kvalvik","Torleiv","m",,,,
2484,"2019-08-16 11:02:23","2019-08-16 11:02:23",,"Kvaløy","Anders","m",,,,
431,"2019-08-16 10:59:27","2019-08-16 10:59:27",,"Kvam","Jakob Vilhelm","m",,,,
2348,"2019-08-16 11:02:15","2019-08-16 11:02:15",,"Kvam","Ragnar jr.","m",,,,
3465,"2019-08-16 11:03:53","2019-08-16 11:03:53",,"Kvam","Ragnar","m",,,,
2057,"2019-08-16 11:01:55","2019-08-16 11:01:55",,"Kvammen","M.","m",,,,
3795,"2019-08-16 11:03:59","2019-08-16 11:03:59",,"Kvastad","Nils Bjørn","m",,,,
3128,"2019-08-16 11:03:44","2019-08-16 11:03:44",,"Kveim","J.","m",,,,
2533,"2019-08-16 11:02:27","2019-08-16 11:02:27",,"Kvile","Dagbjart Asbjørn","m",,,,
1807,"2019-08-16 11:01:31","2019-08-16 11:01:31",,"Kvisli","Petra","f",,,,
2467,"2019-08-16 11:02:22","2019-08-16 11:02:22",,"Kvåle","Sigurd","m",,,,
3758,"2019-08-16 11:03:58","2019-08-16 11:03:58",,"Kværne","Per","m",,,,
2365,"2019-08-16 11:02:16","2019-08-16 11:02:16",,"Kyllingstad","Olav","m",,,,
432,"2019-08-16 10:59:27","2019-08-16 10:59:27",,"Kynsberg","Ole","m",,,,
3239,"2019-08-16 11:03:49","2019-08-16 11:03:49",,"Køltzow","Liv","f",,,,
4031,"2019-08-16 11:04:03","2019-08-16 11:04:03",,"Køltzow",,,,,,
3312,"2019-08-16 11:03:51","2019-08-16 11:03:51",,"L'Orange","Hans Petter","m",,,,
3314,"2019-08-16 11:03:51","2019-08-16 11:03:51",,"L'Orange","Hans Peter","m",,,,
1555,"2019-08-16 11:00:42","2019-08-16 11:00:42",,"La Chesnais",,"m",,,,
433,"2019-08-16 10:59:27","2019-08-16 10:59:27",,"Laache","Nils Jakob Jensen","m",,,,
1481,"2019-08-16 11:00:31","2019-08-16 11:00:31",,"Laache","Rolv","m",,,,
3283,"2019-08-16 11:03:50","2019-08-16 11:03:50",,"Lagercrantz","Olof","m",,,,
3256,"2019-08-16 11:03:50","2019-08-16 11:03:50",,"Lagerkvist","Pär","m",,,,
1977,"2019-08-16 11:01:47","2019-08-16 11:01:47",,"Lagerløf","Selma","f",,,,
2596,"2019-08-16 11:02:31","2019-08-16 11:02:31",,"Lagerløv","Oskar","m",,,,
4251,"2019-08-16 11:04:08","2019-08-16 11:04:08",,"Lahiri","Jhumpa","f",,,,
1759,"2019-08-16 11:01:26","2019-08-16 11:01:26",,"Lamm","Martin","m",,,,
434,"2019-08-16 10:59:27","2019-08-16 10:59:27",,"Lammers","Gustav Adolph","m",,,,
1793,"2019-08-16 11:01:29","2019-08-16 11:01:29",,"Lammers","Thorvald","m",,,,
435,"2019-08-16 10:59:27","2019-08-16 10:59:27",,"Lampe","Elisabeth M.","f",,,,
436,"2019-08-16 10:59:27","2019-08-16 10:59:27",,"Lampe","Johan Fr.","m",,,,
608,"2019-08-16 10:59:35","2019-08-16 10:59:35",,"Lampe","Joachim","m",,,,
640,"2019-08-16 10:59:36","2019-08-16 10:59:36",,"Lampe","J.","m",,,,
3727,"2019-08-16 11:03:57","2019-08-16 11:03:57",,"Lampl","Hans Erich","m",,,,
4124,"2019-08-16 11:04:05","2019-08-16 11:04:05",,"Landis Bamhill","David","m",,,,
3207,"2019-08-16 11:03:49","2019-08-16 11:03:49",,"Landquist","John","m",,,,
94,"2019-08-16 10:59:18","2019-08-16 10:59:18",,"Landstad","Magnus Brostrup","m",,,,
1556,"2019-08-16 11:00:42","2019-08-16 11:00:42",,"Landstad","Magnus Brostrup (d.y.)","m",,,,
1358,"2019-08-16 11:00:18","2019-08-16 11:00:18",,"Langaard","Johan H.","m",,,,
3123,"2019-08-16 11:03:43","2019-08-16 11:03:43",,"Langaard","Joh.H.","m",,,,
3232,"2019-08-16 11:03:49","2019-08-16 11:03:49",,"Langdal","Jon","m",,,,
235,"2019-08-16 10:59:21","2019-08-16 10:59:21",,"Lange","Christian Chr.A.","m",,,,
441,"2019-08-16 10:59:28","2019-08-16 10:59:28",,"Lange","Christian Christophersen","m",,,,
1558,"2019-08-16 11:00:43","2019-08-16 11:00:43",,"Lange","Bendix","m",,,,
1600,"2019-08-16 11:00:51","2019-08-16 11:00:51",,"Lange","Albert J.","m",,,,
1720,"2019-08-16 11:01:22","2019-08-16 11:01:22",,"Lange","Sven","m",,,,
2019,"2019-08-16 11:01:52","2019-08-16 11:01:52",,"Lange","Thor","m",,,,
2724,"2019-08-16 11:02:48","2019-08-16 11:02:48",,"Lange","Fritz","m",,,,
847,"2019-08-16 10:59:43","2019-08-16 10:59:43",,"Langeland","O.","m",,,,
1974,"2019-08-16 11:01:47","2019-08-16 11:01:47",,"Langeland","Olav","m",,,,
2340,"2019-08-16 11:02:15","2019-08-16 11:02:15",,"Langeland","A.St.","m",,,,
3945,"2019-08-16 11:04:02","2019-08-16 11:04:02",,"Langevik-Johannessen","Kåre","m",,,,
2785,"2019-08-16 11:02:54","2019-08-16 11:04:03",,"Langfeldt","Gabriel",,,,,
3584,"2019-08-16 11:03:55","2019-08-16 11:03:55",,"Langfeldt","Knut","m",,,,
2855,"2019-08-16 11:03:00","2019-08-16 11:03:00",,"Langgaard","Christian","m",,,,
3093,"2019-08-16 11:03:38","2019-08-16 11:03:38",,"Langhelle","Harald","m",,,,
2468,"2019-08-16 11:02:22","2019-08-16 11:02:22",,"Langjord","Astri","f",,,,
1557,"2019-08-16 11:00:42","2019-08-16 11:00:42",,"Langset","Edvard","m",,,,
2788,"2019-08-16 11:02:54","2019-08-16 11:02:54",,"Langslet","Lars Roar","m",,,,
3286,"2019-08-16 11:03:50","2019-08-16 11:03:50",,"Lanson","Gustave","m",,,,
4033,"2019-08-16 11:04:03","2019-08-16 11:04:03",,"Lars","Idalou","f",,,,
442,"2019-08-16 10:59:28","2019-08-16 10:59:28",,"Larsen","Edvard Gram","m",,,,
462,"2019-08-16 10:59:28","2019-08-16 10:59:28",,"Larsen","A.","m",,,,
825,"2019-08-16 10:59:42","2019-08-16 10:59:42",,"Larsen","Bolette C. Pavels","f",,,,
1232,"2019-08-16 11:00:10","2019-08-16 11:00:10",,"Larsen","Alf","m",,,,
1398,"2019-08-16 11:00:21","2019-08-16 11:00:21",,"Larsen","Karl","m",,,,
1579,"2019-08-16 11:00:46","2019-08-16 11:00:46",,"Larsen","Henry","m",,,,
1634,"2019-08-16 11:01:13","2019-08-16 11:01:13",,"Larsen","Gunnar","m",,,,
1723,"2019-08-16 11:01:22","2019-08-16 11:01:22",,"Larsen","Kåre","m",,,,
2048,"2019-08-16 11:01:53","2019-08-16 11:01:53",,"Larsen","E.","m",,,,
2087,"2019-08-16 11:02:00","2019-08-16 11:02:00",,"Larsen","Alfred","m",,,,
2534,"2019-08-16 11:02:27","2019-08-16 11:02:27",,"Larsen","Kjell","m",,,,
2607,"2019-08-16 11:02:33","2019-08-16 11:02:33",,"Larsen","L.O.","m",,,,
2863,"2019-08-16 11:03:01","2019-08-16 11:03:01",,"Larsen","Lauritz","m",,,,
2891,"2019-08-16 11:03:04","2019-08-16 11:03:04",,"Larsen","Johannes Anker","m",,,,
3709,"2019-08-16 11:03:57","2019-08-16 11:03:57",,"Larsen","Petter","m",,,,
4086,"2019-08-16 11:04:04","2019-08-16 11:04:04",,"Larsen","Turid","f",,,,
977,"2019-08-16 10:59:51","2019-08-16 10:59:51",,"Larsen-Naur","Laura","f",,,,
444,"2019-08-16 10:59:28","2019-08-16 10:59:28",,"Larssen","Edward","m",,,,
2674,"2019-08-16 11:02:41","2019-08-16 11:02:41",,"Larssen","Olav","m",,,,
5,"2019-08-16 10:59:16","2019-08-16 10:59:16",,"Lassen","Hartvig","m",,,,
121,"2019-08-16 10:59:18","2019-08-16 10:59:18",,"Lassen","H.","m",,,,
283,"2019-08-16 10:59:22","2019-08-16 10:59:22",,"Lassen","W.","m",,,,
321,"2019-08-16 10:59:23","2019-08-16 10:59:23",,"Lassen","Kristofer","m",,,,
446,"2019-08-16 10:59:28","2019-08-16 10:59:28",,"Lassen","Christian","m",,,,
447,"2019-08-16 10:59:28","2019-08-16 10:59:28",,"Lassen","Christian Fred.","m",,,,
449,"2019-08-16 10:59:28","2019-08-16 10:59:28",,"Lassen","Nicolai Chr.","m",,,,
939,"2019-08-16 10:59:49","2019-08-16 10:59:49",,"Lassen","K.","m",,,,
976,"2019-08-16 10:59:51","2019-08-16 10:59:51",,"Lassen","Anna","f",,,,
1209,"2019-08-16 11:00:09","2019-08-16 11:00:09",,"Lassen","Helene","f",,,,
1593,"2019-08-16 11:00:48","2019-08-16 11:00:48",,"Lassen","Karl","m",,,,
2006,"2019-08-16 11:01:50","2019-08-16 11:01:50",,"Lassen","Kr.","m",,,,
2119,"2019-08-16 11:02:05","2019-08-16 11:02:05",,"Lassen","Carl C.","m",,,,
450,"2019-08-16 10:59:28","2019-08-16 10:59:28",,"Lasson","Christian O.C.","m",,,,
451,"2019-08-16 10:59:28","2019-08-16 10:59:28",,"Lasson","Chr.O.C.","m",,,,
2148,"2019-08-16 11:02:06","2019-08-16 11:02:06",,"Lauesen","Marcus","m",,,,
3676,"2019-08-16 11:03:56","2019-08-16 11:03:56",,"Lauritsen","P.",,,,,
1072,"2019-08-16 11:00:02","2019-08-16 11:00:02",,"Lavik","Andreas","m",,,,
1559,"2019-08-16 11:00:43","2019-08-16 11:00:43",,"Lavik","Dore","m",,,,
1818,"2019-08-16 11:01:31","2019-08-16 11:01:31",,"Lavik","Johannes","m",,,,
1982,"2019-08-16 11:01:48","2019-08-16 11:01:48",,"Lavik","Nils","m",,,,
2976,"2019-08-16 11:03:18","2019-08-16 11:03:18",,"Lavik","Johs.","m",,,,
1701,"2019-08-16 11:01:20","2019-08-16 11:01:20",,"Lavrins","Janko","m",,,,
2712,"2019-08-16 11:02:47","2019-08-16 11:02:47",,"Lawrence","D.H.","m",,,,
1710,"2019-08-16 11:01:21","2019-08-16 11:01:21",,"Lea","Dina","f",,,,
2772,"2019-08-16 11:02:53","2019-08-16 11:02:53",,"Lea","Leiv","m",,,,
4036,"2019-08-16 11:04:03","2019-08-16 11:04:03",,"Lear","Edward",,,,,
700,"2019-08-16 10:59:38","2019-08-16 10:59:38",,"Leffler","Anne Charlotte","f",,,,
2731,"2019-08-16 11:02:49","2019-08-16 11:02:49",,"Leffler","Anna Charlotte","f",,,,
1781,"2019-08-16 11:01:28","2019-08-16 11:01:28",,"Lefranc","Abel","m",,,,
106,"2019-08-16 10:59:18","2019-08-16 10:59:18",,"Lehmann","Orla","m",,,,
3198,"2019-08-16 11:03:48","2019-08-16 11:03:48",,"Lehmann","Edvard","m",,,,
3502,"2019-08-16 11:03:53","2019-08-16 11:03:53",,"Lehmann","Johannes","m",,,,
2584,"2019-08-16 11:02:30","2019-08-16 11:02:30",,"Leira","Olav","m",,,,
3264,"2019-08-16 11:03:50","2019-08-16 11:03:50",,"Leivestad","Trygve","m",,,,
3960,"2019-08-16 11:04:02","2019-08-16 11:04:02",,"Lenin","Vladimir","m",,,,
496,"2019-08-16 10:59:29","2019-08-16 10:59:29",,"Lenk","Heinrich","m",,,,
1724,"2019-08-16 11:01:22","2019-08-16 11:01:22",,"Lenormand","H.N.","m",,,,
1272,"2019-08-16 11:00:12","2019-08-16 11:00:12",,"Leopold","Svend","m",,,,
453,"2019-08-16 10:59:28","2019-08-16 10:59:28",,"Lerche","Vincent Stoltenberg","m",,,,
1868,"2019-08-16 11:01:38","2019-08-16 11:01:38",,"Lerche","Vincent","m",,,,
4087,"2019-08-16 11:04:04","2019-08-16 11:04:04",,"Lerum","May Grethe","f",,,,
3620,"2019-08-16 11:03:55","2019-08-16 11:03:55",,"Lervik","Kaare","m",,,,
4174,"2019-08-16 11:04:06","2019-08-16 11:04:06",,"Lervik","Ellinor",,,,,
1349,"2019-08-16 11:00:17","2019-08-16 11:00:17",,"Lescoffier","Jean","m",,,,
264,"2019-08-16 10:59:21","2019-08-16 10:59:21",,"Lessing","G.E.","m",,,,
2718,"2019-08-16 11:02:48","2019-08-16 11:02:48",,"Levertin","Oscar","m",,,,
3097,"2019-08-16 11:03:39","2019-08-16 11:03:39",,"Levin","Poul","m",,,,
2614,"2019-08-16 11:02:34","2019-08-16 11:02:34",,"Levy","Ludovica","f",,,,
3302,"2019-08-16 11:03:51","2019-08-16 11:03:51",,"Lewis",,,,,,
3556,"2019-08-16 11:03:54","2019-08-16 11:03:54",,"Lewis","C. S. (Clive Staple)","m",,,,
1418,"2019-08-16 11:00:23","2019-08-16 11:00:23",,"Li","Einar","m",,,,
3144,"2019-08-16 11:03:46","2019-08-16 11:03:46",,"Lian","Peter S.","m",,,,
1263,"2019-08-16 11:00:11","2019-08-16 11:00:11",,"Liden","Arne","m",,,,
3576,"2019-08-16 11:03:54","2019-08-16 11:03:54",,"Lidman","Sara","f",,,,
78,"2019-08-16 10:59:17","2019-08-16 10:59:17",,"Lie","Jonas","m",,,,
454,"2019-08-16 10:59:28","2019-08-16 10:59:28",,"Lie","John","m",,,,
607,"2019-08-16 10:59:34","2019-08-16 10:59:34",,"Lie","Erik","m",,,,
1083,"2019-08-16 11:00:03","2019-08-16 11:00:03",,"Lie","Mons","m",,,,
1361,"2019-08-16 11:00:18","2019-08-16 11:00:18",,"Lie","Bernt","m",,,,
1362,"2019-08-16 11:00:18","2019-08-16 11:00:18",,"Lie","Hedvig","f",,,,
1363,"2019-08-16 11:00:18","2019-08-16 11:00:18",,"Lie","Haakon","m",,,,
1364,"2019-08-16 11:00:18","2019-08-16 11:00:18",,"Lie","Johanne Vogt","f",,,,
1966,"2019-08-16 11:01:46","2019-08-16 11:01:46",,"Lie","Aanond","m",,,,
2485,"2019-08-16 11:02:23","2019-08-16 11:02:23",,"Lie","D.I.","m",,,,
3150,"2019-08-16 11:03:47","2019-08-16 11:03:47",,"Lie","Finn","m",,,,
4140,"2019-08-16 11:04:05","2019-08-16 11:04:05",,"Lie","Rolf","m",,,,
304,"2019-08-16 10:59:22","2019-08-16 10:59:22",,"Lieblein","Jens D.C.","m",,,,
1052,"2019-08-16 10:59:58","2019-08-16 10:59:58",,"Lieblein","Jens","m",,,,
1084,"2019-08-16 11:00:03","2019-08-16 11:00:03",,"Lieblein","Severin","m",,,,
3601,"2019-08-16 11:03:55","2019-08-16 11:03:55",,"Lien","Egill","m",,,,
3866,"2019-08-16 11:04:00","2019-08-16 11:04:00",,"Lien","Asmund","m",,,,
1182,"2019-08-16 11:00:08","2019-08-16 11:00:08",,"Liestøl","Knut","m",,,,
2504,"2019-08-16 11:02:24","2019-08-16 11:02:24",,"Liknæs","Gunnar","m",,,,
3780,"2019-08-16 11:03:58","2019-09-11 14:33:40",,"Liljelund","Christer",,,,,
468,"2019-08-16 10:59:29","2019-08-16 10:59:29",,"Liljencrantz","Jacquette","f",,,,
3010,"2019-08-16 11:03:23","2019-08-16 11:03:23",,"Lilleland","Olav","m",,,,
4183,"2019-08-16 11:04:07","2019-08-16 11:04:07",,"Lillevik","Kjell","m",,,,
2548,"2019-08-16 11:02:28","2019-08-16 11:02:28",,"Lillevold","Eyvind","m",,,,
4148,"2019-08-16 11:04:06","2019-08-16 11:04:06",,"Lillevold","Arve","m",,,,
2061,"2019-08-16 11:01:55","2019-08-16 11:01:55",,"Lilly","W.S.","m",,,,
4264,"2019-08-16 11:04:08","2019-08-16 11:04:08",,"Liltved","Tor","m",,,,
2703,"2019-08-16 11:02:46","2019-08-16 11:02:46",,"Lindberg","Jens","m",,,,
3429,"2019-08-16 11:03:52","2019-08-16 11:03:52",,"Lindbäck-Larsen","Odd","m",,,,
1563,"2019-08-16 11:00:44","2019-08-16 11:00:44",,"Lindbæk","Sofie Aubert","f",,,,
2354,"2019-08-16 11:02:15","2019-08-16 11:02:15",,"Lindbæk","Lise","f",,,,
3307,"2019-08-16 11:03:51","2019-08-16 11:03:51",,"Lindegren",,,,,,
469,"2019-08-16 10:59:29","2019-08-16 10:59:29",,"Lindemann","Ludvig M.","m",,,,
471,"2019-08-16 10:59:29","2019-08-16 10:59:29",,"Lindemann","Peter T.","m",,,,
707,"2019-08-16 10:59:38","2019-08-16 10:59:38",,"Linder",,"m",,,,
2626,"2019-08-16 11:02:35","2019-08-16 11:02:35",,"Linder","Sten","m",,,,
2198,"2019-08-16 11:02:08","2019-08-16 11:02:08",,"Linderud","Elvida","f",,,,
4088,"2019-08-16 11:04:04","2019-08-16 11:04:04",,"Lindholm","Magne","m",,,,
472,"2019-08-16 10:59:29","2019-08-16 10:59:29",,"Lindseth","Erik B.","m",,,,
3189,"2019-08-16 11:03:48","2019-08-16 11:03:48",,"Lindskog","Claes","m",,,,
3445,"2019-08-16 11:03:52","2019-08-16 11:03:52",,"Lindström","Göran","m",,,,
886,"2019-08-16 10:59:45","2019-08-16 10:59:45",,"Lindstøl","Tallak Olsen","m",,,,
1045,"2019-08-16 10:59:58","2019-08-16 10:59:58",,"Lindstøl","Tallak","m",,,,
835,"2019-08-16 10:59:43","2019-08-16 10:59:43",,"Line","Jon","m",,,,
1726,"2019-08-16 11:01:22","2019-08-16 11:01:22",,"Linge","Martin","m",,,,
2170,"2019-08-16 11:02:07","2019-08-16 11:02:07",,"Linklater","Erik","m",,,,
4176,"2019-08-16 11:04:06","2019-08-16 11:04:06",,"Linna","Syver","m",,,,
3223,"2019-08-16 11:03:49","2019-08-16 11:03:49",,"Linneberg","Arild","m",,,,
473,"2019-08-16 10:59:29","2019-08-16 10:59:29",,"Linstow","Hans D.F.","m",,,,
618,"2019-08-16 10:59:35","2019-08-16 10:59:35",,"Lipmanson","Lipman","m",,,,
474,"2019-08-16 10:59:29","2019-08-16 10:59:29",,"Lippe","Conrad Fr. von der","m",,,,
1269,"2019-08-16 11:00:12","2019-08-16 11:00:12",,"Lippe","Hanna Castberg von der","f",,,,
1567,"2019-08-16 11:00:44","2019-08-16 11:00:44",,"Lippe","Jens von der","m",,,,
2133,"2019-08-16 11:02:06","2019-08-16 11:02:06",,"Lippe","Hanna Castberg van der","f",,,,
2302,"2019-08-16 11:02:13","2019-08-16 11:02:13",,"Lippe","Fritz von der","m",,,,
2652,"2019-08-16 11:02:39","2019-08-16 11:02:39",,"Lippe","Frits von der","m",,,,
2807,"2019-08-16 11:02:56","2019-08-16 11:02:56",,"Lippe","Fr. von der","m",,,,
2714,"2019-08-16 11:02:48","2019-08-16 11:02:48",,"Lippert","Peter","m",,,,
821,"2019-08-16 10:59:42","2019-08-16 10:59:42",,"Litlere","Mons","m",,,,
1946,"2019-08-16 11:01:44","2019-08-16 11:01:44",,"Litleskare","Johan","m",,,,
2839,"2019-08-16 11:02:59","2019-08-16 11:02:59",,"Litzmann","Berthold","m",,,,
3654,"2019-08-16 11:03:56","2019-08-16 11:03:56",,"Livingston","Harald m. fl.",,,,,
3244,"2019-08-16 11:03:49","2019-08-16 11:03:49",,"Livius","Titus","m",,,,
1202,"2019-08-16 11:00:09","2019-08-16 11:00:09",,"Ljungblad","Sverre","m",,,,
4257,"2019-08-16 11:04:08","2019-08-16 11:04:08",,"Llambías","Pablo","m",,,,
2203,"2019-08-16 11:02:08","2019-08-16 11:02:08",,"Lo-Johansson","Ivar","m",,,,
101,"2019-08-16 10:59:18","2019-08-16 10:59:18",,"Lochmann","Ernst F.","m",,,,
2082,"2019-08-16 11:01:59","2019-08-16 11:01:59",,"Lochmann","Ernst Ferdinand","m",,,,
430,"2019-08-16 10:59:27","2019-08-16 10:59:27",,"Lofthus","Olav","m",,,,
1368,"2019-08-16 11:00:18","2019-08-16 11:00:18",,"Loge","Severin","m",,,,
1337,"2019-08-16 11:00:16","2019-08-16 11:00:16",,"Logemann","H.","m",,,,
1130,"2019-08-16 11:00:06","2019-08-16 11:00:06",,"Lohne","Nils","m",,,,
3162,"2019-08-16 11:03:48","2019-08-16 11:03:48",,"Lohne","Arthur","m",,,,
2415,"2019-08-16 11:02:19","2019-08-16 11:02:19",,"Lone","Nils","m",,,,
2358,"2019-08-16 11:02:16","2019-08-16 11:02:16",,"Longum","Leif","m",,,,
3926,"2019-08-16 11:04:01","2019-08-16 11:04:01",,"Lorch-Falch","Even","m",,,,
475,"2019-08-16 10:59:29","2019-08-16 10:59:29",,"Lorentzen","Gustav","m",,,,
2334,"2019-08-16 11:02:14","2019-08-16 11:02:14",,"Lorentzen","R.A.","m",,,,
2353,"2019-08-16 11:02:15","2019-08-16 11:02:15",,"Lorentzen","Reidar A.","m",,,,
2789,"2019-08-16 11:02:54","2019-08-16 11:02:54",,"Lorentzen","Reidar","m",,,,
3772,"2019-08-16 11:03:58","2019-08-16 11:03:58",,"Lorentzen","Eva","f",,,,
1085,"2019-08-16 11:00:03","2019-08-16 11:00:03",,"Lossius","Kitty","f",,,,
2842,"2019-08-16 11:02:59","2019-08-16 11:02:59",,"Lothar","Rudolph","m",,,,
1293,"2019-08-16 11:00:14","2019-08-16 11:00:14",,"Lothe","Johan","m",,,,
1798,"2019-08-16 11:01:30","2019-08-16 11:01:30",,"Lothe","Anders A.","m",,,,
2173,"2019-08-16 11:02:07","2019-08-16 11:02:07",,"Lothe","Sjur","m",,,,
4006,"2019-08-16 11:04:03","2019-08-16 11:04:03",,"Lothe","Jakob","m",,,,
476,"2019-08-16 10:59:29","2019-08-16 10:59:29",,"Lous","Johan Christian Vogelsang","m",,,,
968,"2019-08-16 10:59:50","2019-08-16 10:59:50",,"Lous","Johan Christian","m",,,,
2066,"2019-08-16 11:01:55","2019-08-16 11:01:55",,"Lowell","James R.","m",,,,
3464,"2019-08-16 11:03:53","2019-09-01 21:22:22",,"Lowry","Malcom",,,,,
4137,"2019-08-16 11:04:05","2019-08-16 11:04:05",,"Ludlum","Robert",,,,,
3806,"2019-08-16 11:03:59","2019-08-16 11:03:59",,"Ludvigsen","Chr.","m",,,,
2611,"2019-08-16 11:02:34","2019-08-16 11:02:34",,"Luihn","Otto","m",,,,
477,"2019-08-16 10:59:29","2019-08-16 10:59:29",,"Lund","Bernt","m",,,,
478,"2019-08-16 10:59:29","2019-08-16 10:59:29",,"Lund","Cart Cornelius C.","m",,,,
479,"2019-08-16 10:59:29","2019-08-16 10:59:29",,"Lund","Christine","f",,,,
480,"2019-08-16 10:59:29","2019-08-16 10:59:29",,"Lund","Elise Kristine Kjørboe","f",,,,
621,"2019-08-16 10:59:35","2019-08-16 10:59:35",,"Lund","Nicolai","m",,,,
988,"2019-08-16 10:59:52","2019-08-16 10:59:52",,"Lund","John","m",,,,
1702,"2019-08-16 11:01:20","2019-08-16 11:01:20",,"Lund","Audhild","f",,,,
2130,"2019-08-16 11:02:05","2019-08-16 11:02:05",,"Lund","E.S.","m",,,,
2191,"2019-08-16 11:02:07","2019-08-16 11:02:07",,"Lund","Harald H.","m",,,,
2366,"2019-08-16 11:02:16","2019-08-16 11:02:16",,"Lund","Martin","m",,,,
2650,"2019-08-16 11:02:39","2019-08-16 11:02:39",,"Lund","Carl","m",,,,
2808,"2019-08-16 11:02:56","2019-08-16 11:02:56",,"Lund","A.","m",,,,
2906,"2019-08-16 11:03:08","2019-08-16 11:03:08",,"Lund","Andreas","m",,,,
3336,"2019-08-16 11:03:51","2019-08-16 11:03:51",,"Lund","Halvor","m",,,,
4212,"2019-08-16 11:04:07","2019-08-16 11:04:07",,"Lund Eriksen","Endre",,,,,
3993,"2019-08-16 11:04:03","2019-08-16 11:04:03",,"Lundberg","Stig","m",,,,
1250,"2019-08-16 11:00:11","2019-08-16 11:00:11",,"Lunde","Herman","m",,,,
1459,"2019-08-16 11:00:28","2019-08-16 11:00:28",,"Lunde","J.L.","m",,,,
1757,"2019-08-16 11:01:25","2019-08-16 11:01:25",,"Lunde","Einar","m",,,,
2659,"2019-08-16 11:02:39","2019-08-16 11:02:39",,"Lunde","Ola","m",,,,
3784,"2019-08-16 11:03:59","2019-08-16 11:03:59",,"Lunde","Jo","m",,,,
4089,"2019-08-16 11:04:04","2019-08-16 11:04:04",,"Lunde","Inger Margrethe","f",,,,
2664,"2019-08-16 11:02:40","2019-08-16 11:02:40",,"Lundegaard","Nikolai","m",,,,
315,"2019-08-16 10:59:22","2019-08-16 10:59:22",,"Lundegård","Axel","m",,,,
