id	kritiker_etternavn	kritiker_fornavn	kritiker_kjonn	kritiker_pseudonym	kritiker_kommentar	kritikktype	publikasjon	utgivelsessted	aar	dato	aargang	nummer	bind	hefte	sidetall	utgivelseskommentar	tittel	spraak	kommentar	forfatter_etternavn	forfatter_fornavn	forfatter_kommentar	forfatter_kjonn	verk_tittel	verk_utgivelsessted	verk_dato	verk_sjanger	verk_spraak	verk_kommentar
168	anonym		ukjent			dagskritikk	Aftenposten													Elster	Kristian d.e.		mann	Tora Trondal	København	1879	roman	bokmål	
169	anonym		ukjent			dagskritikk	Bergens Tidende		1879			105								Elster	Kristian d.e.		mann	Tora Trondal	København	1879	roman	bokmål	
170	anonym		ukjent			dagskritikk	Bergensposten		1879			109								Elster	Kristian d.e.		mann	Tora Trondal	København	1879	roman	bokmål	
171	anonym		ukjent			dagskritikk	Fædrelandet		1879			109								Elster	Kristian d.e.		mann	Tora Trondal	København	1879	roman	bokmål	
172	Schwanenfluegel	H.	mann			dagskritikk	Ude og Hjemme. Nordisk illustreret Ugeblad	København	1879		2	96								Elster	Kristian d.e.		mann	Tora Trondal	København	1879	roman	bokmål	
173	anonym		ukjent			dagskritikk	Berlingske Tidende		1879			111								Elster	Kristian d.e.		mann	Tora Trondal	København	1879	roman	bokmål	
174	anonym		ukjent			dagskritikk	Nær og fjern. Et Ugeblad	Kjøbenhavn	1879		9	384								Elster	Kristian d.e.		mann	Tora Trondal	København	1879	roman	bokmål	
175	Hansen	Johan Daniel Irgens	mann	I.H.		dagskritikk	Dagbladet		1881			235								Elster	Kristian d.e.		mann	Farlige Folk	København	1881	roman	bokmål	
176	Paulsen	John	mann			artikkel	Dagbladet		1882			252								Elster	Kristian d.e.		mann	Farlige Folk	København	1881	roman	bokmål	
177	anonym		ukjent			dagskritikk	Bergensposten		1881			127								Elster	Kristian d.e.		mann	Farlige Folk	København	1881	roman	bokmål	
178	anonym		ukjent			dagskritikk	Bergens Adr		1881			128								Elster	Kristian d.e.		mann	Farlige Folk	København	1881	roman	bokmål	
179	anonym		ukjent			dagskritikk	Stavangeren		1881	01. jul										Elster	Kristian d.e.		mann	Farlige Folk	København	1881	roman	bokmål	
180	anonym		ukjent			dagskritikk	Stavanger Amtstidende og Adresseavis		1881			143								Elster	Kristian d.e.		mann	Farlige Folk	København	1881	roman	bokmål	
181	anonym		ukjent			dagskritikk	Hamar Stiftstidende		1881			55								Elster	Kristian d.e.		mann	Farlige Folk	København	1881	roman	bokmål	
182	anonym		ukjent			dagskritikk	Dagbladet	København	1881			299								Elster	Kristian d.e.		mann	Solskyer	København	1881	fortelling	bokmål	
183	Bang	Herman	mann			dagskritikk	Nationaltidende		1884									dansk		Elster	Kristian d.e.		mann	Solskyer	København	1881	fortelling	bokmål	
184	Bang	Herman	mann			dagskritikk	Bergens Tidende		1884			246 B								Elster	Kristian d.e.		mann	Solskyer	København	1881	fortelling	bokmål	
185	anonym		ukjent			dagskritikk	Aftenbladet		1865			296								Elster	Kristian d.e.		mann	Hr. Kristjern. En Fort. af Peter Paal		1865	fortelling	bokmål	i tidsskriftet "I Norden", s.65-82
186	Elster	Kristian d.e.	mann			teaterkritikk	Aftenbladet		1869-1873										Flere teaterkritikker				ukjent						
187	Elster	Kristian d.e.	mann	e.		dagskritikk	Aftenbladet		1869			113								Thoresen	Anna Magdalene		kvinne	Solen i Siljedalen	København	1868	fortelling	bokmål	
188	Elster	Kristian d.e.	mann			artikkel, forfatterportrett	Aftenbladet		1869			219, 221, 229								Collett	Camilla		kvinne						
189	Elster	Kristian d.e.	mann			teaterkritikk	Aftenbladet		1870			29					Theatersagen						ukjent						
190	Elster	Kristian d.e.	mann			artikkel, forfatterportrett	Aftenbladet		1870			78								Thoresen	Anna Magdalene		kvinne						
191	Elster	Kristian d.e.	mann			dagskritikk	Aftenbladet		1871			286								Monsen	Christian M.		mann	Digte og Sange	Kristiania	1871	lyrikk	bokmål	2. opplag
192	Elster	Kristian d.e.	mann			dagskritikk	Aftenbladet		1871			294								Asbjørnsen	Peter Christen		mann	Norske Folkeeventyr	Kristiania	1871	kortprosa	bokmål	
193	Elster	Kristian d.e.	mann			dagskritikk	Aftenbladet		1871			300								Janson	Kristofer		mann	Sigmund Bresteson	Kristiania	1871	drama	nynorsk	episk dikt
194	Elster	Kristian d.e.	mann			artikkel, debatt b	Aftenbladet		1874			144								Lie	Jonas		mann	Lodsen og hans Hustru	Kristiania	1874	roman	bokmål	
195	Ibsen	Henrik	mann			dagskritikk	Illustreret Nyhedsblad		1863						155				teaterkritikk	Elster	Kristian d.e.		mann	Eystein Meyla			drama	bokmål	oppført på Kristiania Theater, aug 1863
196	Erichsen	Andreas Emil	mann			artikkel, historie, forfatterportrett, monografi	Om Petter Dass og hans Skrifter	Kristiania	1874							egenpublisert				Dass	Petter		mann						
197	Jæger	Henrik	mann			artikkel, historie, debatt	Aftenbladet		1878			244 B								Erichsen	Andreas Emil		mann	Dansk og norsk literaturhistorie til skolebruk	Kristiania	1878	annen sakprosa	bokmål	litteraturhistorie
198	Daae	L.	mann			artikkel, historie, debatt	Morgenbladet		1878			257 A								Erichsen	Andreas Emil		mann	Dansk og norsk literaturhistorie til skolebruk	Kristiania	1878	annen sakprosa	bokmål	litteraturhistorie
199	anonym		ukjent			artikkel, historie, debatt	Ny Illustreret Tidende		1878			18								Erichsen	Andreas Emil		mann	Dansk og norsk literaturhistorie til skolebruk	Kristiania	1878	annen sakprosa	bokmål	litteraturhistorie
200	anonym		ukjent			artikkel, historie, debatt	Skilling-Magazin		1878			46								Erichsen	Andreas Emil		mann	Dansk og norsk literaturhistorie til skolebruk	Kristiania	1878	annen sakprosa	bokmål	litteraturhistorie
201	anonym		ukjent			artikkel, historie, debatt	Oplandenes Avis		1878			72								Erichsen	Andreas Emil		mann	Dansk og norsk literaturhistorie til skolebruk	Kristiania	1878	annen sakprosa	bokmål	litteraturhistorie
202	anonym		ukjent			artikkel, historie, debatt	Bergens Tidende		1878			195								Erichsen	Andreas Emil		mann	Dansk og norsk literaturhistorie til skolebruk	Kristiania	1878	annen sakprosa	bokmål	litteraturhistorie
203	anonym		ukjent			artikkel, historie, debatt	Nær og fjern. Et Ugeblad	Kjøbenhavn	1878			379	8			Og flere				Erichsen	Andreas Emil		mann	Dansk og norsk literaturhistorie til skolebruk	Kristiania	1878	annen sakprosa	bokmål	litteraturhistorie
204	Friedlaender	A.E.	mann				Pedagogisk Tidsskrift		1881						378 flg.					Erichsen	Andreas Emil		mann	Dansk og norsk literaturhistorie til skolebruk	Kristiania	1879	annen sakprosa	bokmål	litteraturhistorie
205			ukjent																	Erichsen	Andreas Emil		mann	Dansk og norsk literaturhistorie til skolebruk	Kristiania	1884	annen sakprosa	bokmål	litteraturhistorie
206	Nielsen	Yngvar	mann			dagskritikk	Morgenbladet		1870			196								Erichsen	Andreas Emil		mann	Halvardi Gunarii Acrostichis	Kristiania	1870	lyrikk	bokmål	oversatt fra latin
207	Arnesen	M.	mann	M.A.		dagskritikk	Norsk Folkeblad		1870			44 A								Erichsen	Andreas Emil		mann	Halvardi Gunarii Acrostichis	Kristiania	1870	lyrikk	bokmål	oversatt fra latin
208	anonym		ukjent			artikkel	For Ide og Virkelighed. Et Tidsskrift	dansk	1870		2				550-553					Erichsen	Andreas Emil		mann	Halvardi Gunarii Acrostichis	Kristiania	1870	lyrikk	bokmål	oversatt fra latin
209	Erichsen	Andreas Emil	mann			artikkel	Norsk Tidsskrift for Literatur		1876			1,5,12,17,18,22,24,25											ukjent						
210	Erichsen	Andreas Emil	mann			dagskritikk	Skilling-Magazin		1874			01.07.2026											ukjent						
211	Erichsen	Andreas Emil	mann			dagskritikk	Aftenbladet		1872			294								Daae	Ludvig		mann	Norske Bygdesagn	Kristiania	1872	kortprosa	bokmål	2. samling
212	Erichsen	Andreas Emil	mann			dagskritikk	Morgenbladet		1879			315 A								Nicolaysen	D.		mann	Sagn og Æventyr fra Nordland			kortprosa	bokmål	eventyr, sagn
213	Erichsen	Andreas Emil	mann			dagskritikk	Tromsø-posten		1880-1883								Nye Bøger						ukjent						
214	Fahlstrøm	Axel A.	mann			teaterkritikk	Dagbladet		1869-1874														ukjent						
215	Fasting	Georg Frederik Christopher	mann			dagskritikk	Bergensposten		1867 flg.										Flere kritikker				ukjent						
216	Munch	Peter Andreas	mann			dagskritikk, debatt a	Vidar		1833			58								Faye	Andreas		mann	Norske Sagn	Arendal	1833	kortprosa	bokmål	
217	Faye	Andreas	mann			artikkel, debatt b	Vidar		1833			67,680000000000007								Faye	Andreas		mann	Norske Sagn	Arendal	1833	kortprosa	bokmål	
218	anonym		ukjent			dagskritikk, debatt a	Ugeblad for Skien og Omegn		1835			16								Faye	Andreas		mann	Norske Sagn	Arendal	1833	kortprosa	bokmål	
219	Faye	Andreas	mann			artikkel, debatt b	Den Vestlandske Tidende		1835										Svar til anonym Skiens Ugeblad	Faye	Andreas		mann	Norske Sagn	Arendal	1833	kortprosa	bokmål	
220	Feilberg	Karl Fr.	mann			artikkel, forfatterportrett	Christiansands Stiftsavis		1844											Holberg	Ludvig		mann						
221			ukjent																	Feilberg	Magnus W.		mann	Norsk Bog-Fortegnelse	Kristiania	1885	annen sakprosa	bokmål	Tidsrommet 1873-1882
222	Feragen	Andreas M.	mann			dagskritikk	Den norske Folkeskole		1858-1864														ukjent						
223	Feragen	Andreas M.	mann			artikkel	Folkevennen		1865		14				267-272, 358-368, 467-471		Bøger til Folkelæsning						ukjent						
224	anonym		ukjent			dagskritikk	Aftenbladet		1876											Flood	Constantius		mann	Povel Juel	Mandal	1876	biografi/memoarer	bokmål	
225	anonym		ukjent			dagskritikk	Aftenposten		1876											Flood	Constantius		mann	Povel Juel	Mandal	1876	biografi/memoarer	bokmål	
226	anonym		ukjent			dagskritikk	Skilling-Magazin		1876											Flood	Constantius		mann	Povel Juel	Mandal	1876	biografi/memoarer	bokmål	
227	anonym		ukjent			dagskritikk	Aftenposten		1883											Flood	Constantius		mann	Ritter & Co	Kristiania	1883	roman	bokmål	2. opplag 1 år
228			ukjent			dagskritikk	Bergens Aftenblad		1884	27. feb										Flood	Constantius		mann	Ritter & Co	Kristiania	1883	roman	bokmål	2. opplag 1 år
229	anonym		ukjent			dagskritikk	Oplandenes Avis		1883			135								Flood	Constantius		mann	Ritter & Co	Kristiania	1883	roman	bokmål	2. opplag 1 år
230	anonym		ukjent			dagskritikk	Throndhjems Adressecontors Efterretninger		1883											Flood	Constantius		mann	Ritter & Co	Kristiania	1883	roman	bokmål	2. opplag 1 år
231	anonym		ukjent			dagskritikk	Dagen		1884											Flood	Constantius		mann	Mellem Baaer og Skjær	Kristiania	1884	kortprosa	bokmål	novelle 2. opplag 1 år
232	anonym		ukjent			dagskritikk	Hamar Stiftstidende		1884											Flood	Constantius		mann	Mellem Baaer og Skjær	Kristiania	1884	kortprosa	bokmål	novelle 2. opplag 1 år
233	anonym		ukjent			dagskritikk	Throndhjems Aftenblad		1884											Flood	Constantius		mann	Mellem Baaer og Skjær	Kristiania	1884	kortprosa	bokmål	novelle 2. opplag 1 år
234	anonym		ukjent			dagskritikk	Fædrelandet		1873			60								Flood	Johannes		mann	Grønland	Christiania	1873	kortprosa	bokmål	religiøs litteratur, Missionshistorie i Fortællinger
235	anonym		ukjent			dagskritikk	Luthersk Kirketidende		1873		1				202				religiøs kritikk	Flood	Johannes		mann	Grønland	Christiania	1873	kortprosa	bokmål	religiøs litteratur, Missionshistorie i Fortællinger
236	Flood	Johannes	mann			dagskritikk	Luthersk Kirketidende		1870-1886							Årstall usikre			Flere religiøse kritikker				ukjent						
237	Flood	Johannes	mann			dagskritikk	Norsk Folkeblad		1866-1873							Årstall usikre			Flere religiøse kritikker				ukjent						
238	Flood	Johannes	mann			dagskritikk	Illustreret Nyhedsblad		1874-1876										Flere religiøse kritikker				ukjent						
239	Flood	Johannes	mann			artikkel, forfatterportrett	Aftenlæsning	Molde	1880						599-610				religiøs kritikk	Landstad	Magnus Brostrup		mann						
240	Flood	Johannes	mann			dagskritikk	Morgenbladet		1873-1881										Flere religiøse kritikker				ukjent						
241	Flood	Johannes	mann			dagskritikk	Fædrelandet		1874								Vor Missionslitteratur		religiøs kritikk				ukjent						
242	Flood	Johannes	mann			dagskritikk	Throndhjems Adressecontors Efterretninger		1874-1886										Flere religiøse kritikker				ukjent						
243	Flood	Johannes	mann			dagskritikk	Romsdals Budstikke		1880-1882										Flere religiøse kritikker				ukjent						
244	Flood	Johannes	mann			dagskritikk	Molde Blad. Et Nyheds- og Avertissements-Blad for Romsdals Amt		1884-1886										Flere religiøse kritikker				ukjent						
245	Flor	Pierre P.	mann			artikkel, marked	Finnes der Trykkefrihed i Norge?	Drammen	1822										om "sensur" via porto på trykksaker				ukjent						
246	Botten-Hansen	Paul	mann			dagskritikk	Illustreret Nyhedsblad		1854			19								Foltmar	Chr.O.D.		mann	Ossians Digte. I norsk Oversættelse	Fredrikshald	1854	lyrikk	bokmål	
247	anonym		ukjent			dagskritikk	Christiania-Posten		1854			2161								Foltmar	Chr.O.D.		mann	Ossians Digte. I norsk Oversættelse	Fredrikshald	1854	lyrikk	bokmål	
248	Christie	F.K.	mann			dagskritikk	Tromsø-Tidende		1854			95, 96								Foltmar	Chr.O.D.		mann	Ossians Digte. I norsk Oversættelse	Fredrikshald	1854	lyrikk	bokmål	
249	Halvorsen	Jens Brage	mann			artikkel, forfatterportrett	Ny Illustreret Tidende		1881			25								Foss	Frithjof		mann						
250	Hansen	Hans Olaf	mann			artikkel, historie	Den norske Literatur fra 1814 til vore Dage. Et Bidrag til en norsk Literaturhistorie		1862						200-202					Foss	Frithjof		mann						
251	anonym		ukjent			dagskritikk	Morgenbladet		1861			353								Foss	Frithjof		mann	For halvandet Hundrede Aar siden	Christiania	1862	kortprosa	bokmål	Novelle af Israel Dehn
252	anonym		ukjent			dagskritikk	Illustreret Nyhedsblad		1861			50								Foss	Frithjof		mann	For halvandet Hundrede Aar siden	Christiania	1862	kortprosa	bokmål	Novelle af Israel Dehn
253	anonym		ukjent			dagskritikk	Illustreret Nyhedsblad		1862						192, 220					Foss	Frithjof		mann	Se Tiden an	Christiania	1862	kortprosa	bokmål	Novelle af Israel Dehn
254	Bordevik	H.	mann			dagskritikk, debatt a	Aftenbladet		1865			43								Foss	Frithjof		mann	Kvindelist	Christiania	1864	kortprosa	bokmål	novelle
255	Foss	Frithjof	mann			artikkel, debatt b	Morgenbladet		1865			56								Foss	Frithjof		mann	Kvindelist	Christiania	1864	kortprosa	bokmål	novelle
256	anonym		ukjent			dagskritikk	Bergensposten		1865			5								Foss	Frithjof		mann	Kvindelist	Christiania	1864	kortprosa	bokmål	novelle
257	Lochmann	Ernst F.	mann			dagskritikk	Morgenbladet		1885			321								Foss	Frithjof		mann	Tidens Løsen	Christiania	1884	kortprosa	bokmål	af I. Dehn
258	Estlander	C.G.	mann			dagskritikk	Finsk Tidskrift		1885					1	326 flg.					Foss	Frithjof		mann	Tidens Løsen	Christiania	1884	kortprosa	bokmål	af I. Dehn
259			ukjent			artikkel, forfatterportrett	Portræter af mærkelige Nordmænd. Med korte Levnetsbeskrivelser		1842-1847			10		1	91-96					Foss	Henrik H.		mann						
260	anonym		ukjent			artikkel, forfatterportrett	Illustreret Nyhedsblad		1853			40								Foss	Henrik H.		mann						
261	Wergeland	Henrik	mann			artikkel, forfatterportrett	Henrik Wergelands Samlede Skrifter		1852-1857				8							Foss	Henrik H.		mann						
262	Dietrichson	Lorentz	mann			artikkel, historie	Omrids af den norske Poesis Historie. literærhistoriske Forelæsninger		1869		2				81-83					Foss	Henrik H.		mann						
263	Sagen	Lyder Christian	mann			forfatterportrett, dikt	Den Norske Huusven. Et Ugeblad af blandet Indhold og for alle Stænder		1827		1				130 flg.					Foss	Henrik H.		mann						
264	anonym		ukjent			forfatterportrett, dikt	Den Norske Huusven. Et Ugeblad af blandet Indhold og for alle Stænder		1827		1				130 flg.					Foss	Henrik H.		mann						
265	anonym		ukjent			forfatterportrett, dikt	Christiania-Posten		1853	24. sep										Foss	Henrik H.		mann						
266	anonym		ukjent			forfatterportrett, dikt	Bergenske Blade		1853			79								Foss	Henrik H.		mann						
267	anonym		ukjent			dagskritikk	Morgenbladet		1835			89, 110								Foss	Herman		mann	Tidsnornerne. Et Leilighedsdigt	Christiania	1835	lyrikk	bokmål	
268	anonym		ukjent			artikkel	Maanedsskrift for Litteratur		1835		13				341-350					Foss	Henrik H.		mann	Tidsnornerne. Et Leilighedsdigt	Christiania	1835	lyrikk	bokmål	
269	anonym		ukjent			artikkel	Dannora. For Critik og Anticritik		1835		1				20-29					Foss	Henrik H.		mann	Tidsnornerne. Et Leilighedsdigt	Christiania	1835	lyrikk	bokmål	
270	Welhaven	Johan Sebastian	mann			artikkel	Samlede Skrifter				2				188					Foss	Henrik H.		mann	Tidsnornerne. Et Leilighedsdigt	Christiania	1835	lyrikk	bokmål	
271	Lehmann	Orla	mann			artikkel	Norge og Nordmændene. Reiseerindringer fra 1836 og 1865	København	1865						29-30			dansk		Foss	Henrik H.		mann	Tidsnornerne. Et Leilighedsdigt	Christiania	1835	lyrikk	bokmål	
272	anonym		ukjent			artikkel			1835										Se Stortingets bibliotek, kat. 1880, s.87, Håndskreven anmeldelse	Foss	Herman		mann	Tidsnornerne. Et Leilighedsdigt	Christiania	1835	lyrikk	bokmål	
273	anonym		ukjent			dagskritikk	Aftenbladet		1877			283								Foss	Wilhelm		mann	Digte	Kristiania	1877	lyrikk	bokmål	
274	anonym		ukjent			dagskritikk	Fædrelandet		1877			89								Foss	Wilhelm		mann	Digte	Kristiania	1877	lyrikk	bokmål	
275	anonym		ukjent			dagskritikk	Norsk Tidsskrift for Literatur		1877			17								Foss	Wilhelm		mann	Digte	Kristiania	1877	lyrikk	bokmål	
276	anonym		ukjent			dagskritikk	Vestmar		1877			101								Foss	Wilhelm		mann	Digte	Kristiania	1877	lyrikk	bokmål	
277	anonym		ukjent			dagskritikk	Morgenbladet		1879			345								Foss	Wilhelm		mann	Digte	Kristiania	1877	lyrikk	bokmål	
278	anonym		ukjent			dagskritikk	Finsk Tidskrift		1878		2				157 flg.				To polemiske artikler	Foss	Wilhelm		mann	Digte	Kristiania	1877	lyrikk	bokmål	
279	Fougstad	Carl A.	mann			artikkel, debatt	Den Constitutionelle		1836			228, 231								Wergeland	Henrik		mann						
280	anonym		ukjent			dagskritikk	Morgenbladet		1851			62							religiøs kritikk	Frantzen	Johan N.		mann	Christelige Psalmer	Christiania	1851	lyrikk	bokmål	
281	anonym		ukjent			dagskritikk	Morgenbladet		1852			147							religiøs kritikk	Frantzen	Johan N.		mann	Christelige Psalmer	Christiania	1851	lyrikk	bokmål	
282	Frich	David Chr.	mann			dagskritikk	Bergens Aftenblad		1884-1888 flg.							Årstall usikkert			religiøs kritikk, anonym kritiker				ukjent						
283	Storm	Johan	mann			dagskritikk	Aftenbladet		1872			27								Friis	Jens Andreas		mann	Lappisk Mythologi, Eventyr og Folkesagn	Christiania	1871	kortprosa	bokmål	
284	anonym		ukjent			dagskritikk	Aftenbladet		1881			293								Friis	Jens Andreas		mann	Fra Finmarken	Kristiania	1881	fortelling	bokmål	
285	anonym		ukjent			dagskritikk	Morgenbladet		1881			344 A								Friis	Jens Andreas		mann	Fra Finmarken	Kristiania	1881	fortelling	bokmål	
286	Friis	Joh.	mann			artikkel, forfatterportrett	Christiania-Posten		1849			343								Wergeland	Henrik		mann						
287	Welhaven	Johan Sebastian	mann			artikkel, forfatterportrett	Samlede Skrifter		1867-1868		6				192-209				Litteraturhistorie	Frimann	Claus		mann						
288	Barfod	Fr.	mann			artikkel, forfatterportrett	Poetisk Læsebog for Børn og barnlige Sjæle, til Brug saavel i Skolen som i Huset	København	1836						471-474			dansk		Frimann	Claus		mann						
