lov_id	sprak	created_at	updated_at	tittel	kort_tittel	oversetter	bibsys	url	note	inote	utgave
433	ENG	06-FEB-09	06-FEB-09	Regulations concerning special trade areas for vessels and mobile offshore units engaged in the petroleum activity and registered in the Norwegian Internatinal Ship Register				for-19870630-0579-eng.pdf			Amended as of 6th November 2002
434	ENG	25-NOV-04	25-NOV-04	Regulations concerning notification of newbuilding, survey, and certification etc. of mobile offshore units				for-19870904-0855-eng.pdf			
435	ENG	25-NOV-04	25-NOV-04	Regulations concerning anchoring/positioning systems on mobile offshore units				for-19870904-0857-eng.pdf			
436	ENG	25-NOV-04	25-NOV-04	Regulations concerning protective, environmental, and safety measures on mobile offshore units				for-19870904-0859-eng.pdf			
437	ENG	27-MAY-05	27-MAY-05	Regulation concerning registrering business enterprises		The Brønnøysund Register Centre		http://www.brreg.no/english/acts/foretaksforskr.html			Latest amendments: 22nd December 1995
438	ENG	15-JAN-09	15-JAN-09	Regulations relating to safe practice in exploration and exploration drilling for petroleum deposits on Svalbard				for-19880325-0250-eng.pdf			
439	ENG	06-JUL-09	06-JUL-09	Regulations concerning supervision of maritime service				for-19881125-0940-eng.pdf			
440	ENG	21-DEC-06	12-OCT-07	Regulations relating to the implementation of control of the export of strategic goods, services and technology		Ministry of Foreign Affairs		for-19890110-051-eng.pdf			Amended as of July 2007
441	ENG	04-SEP-00	04-SEP-00	Regulations relating to the export of heavy water				for-19890310-0157-eng.html			With amendments of 28th February 1992
442	ENG	09-NOV-06	09-NOV-06	Regulations appertaining to the Debt Collection Act etc.	Debt Collection Regulations			for-19890714-0562-eng.pdf			
443	ENG	10-FEB-09	10-FEB-09	Regulations concerning extended trade areas for cargo ships registered in the Norwegian International Ship Register				for-19890811-0802-eng.pdf			
444	ENG	06-FEB-09	06-FEB-09	Regulations concerning extended trade areas for cargo ships registered in the Norwegian International Ship Register				for-19890816-0818-eng.pdf			
445	ENG	19-APR-02	15-SEP-14	Regulation concerning the implementation and supplementation of Act no.54 of 16 June 1989 relating to official statistics and Statistics Norway		Statistics Norway		http://www.ssb.no/english/about_ssb/statlaw/forskrift_en.html			Translated in 1994
446	ENG	27-JUL-05	14-MAR-11	Regulations relating to the legal deposit of generally available documents				http://www.nb.no/fag/for-utgjevarar-og-trykkeri/pliktavlevering/legal-deposit#regulations			
447	ENG	14-JUN-05	14-JUN-05	Regulations on measurement of the own funds of financial institutions, clearing houses and investment firms		Kredittilsynet		for-19900601-0435-eng.pdf			Translation updated October 2003
448	ENG	14-JUN-05	14-JUN-05	Regulations on minimum standards of capital adequacy for financial institutions and investment firms		Kredittilsynet		for-19901022-0875-eng.pdf			Translation updated October 2003
449	ENG	04-SEP-00	20-MAY-14	Regulations concerning the entry of foreign nationals into the Kingdom of Norway and their presence in the realm	Immigration regulations			for-19901221-1028-eng.pdf			Updated with amendments which came into force on 1st January 2000
450	ENG	23-NOV-04	15-SEP-14	Regulations concerning technical provisions and risk statistics in non-life insurance		Bank of Norway		for-19910510-0301-eng.pdf			Translated January 1992
451	ENG	27-APR-06	05-DEC-13	Regulation relating to duty-free and tax-free import and temporary use of foreign-registered motor vehicles in Norway		Directorate of Customs and Excise		http://www.toll.no/templates_TAD/Article.aspx?id=221954&epslanguage=en			With current amendments
452	ENG	02-JUL-09	02-JUL-09	Regulation concerning standby vessels				for-19911016-0853-eng.pdf			Amended 29 June 2007
453	ENG	22-NOV-04	15-SEP-14	Regulations relating to tourism and other travel in Svalbard		Ministry of Foreign Affairs		for-19911018-0671-eng.pdf			Translated November 1991
454	ENG	02-JUL-09	02-JUL-09	Regulations concerning radiocommunication on passanger ships				for-19911111-0731-eng.pdf			Amended 29 June 2007
455	ENG	06-FEB-09	06-FEB-09	Regulations concerning notification of acute pollution or danger of acute pollution				for-19920709-1269-eng.pdf			
456	ENG	05-FEB-09	05-FEB-09	Regulations relating to the registration of ships in the Norwegian International Ship Register (NIS)				for-19920730-0592-eng.pdf			Amended as of 23rd November 2007
457	ENG	10-FEB-09	10-FEB-09	Regulation concerning the form and keeping of log books for ships and mobile offshore units				for-19920915-0693-eng.pdf			Amended as of 29th June 2007
458	ENG	02-JUL-09	02-JUL-09	Regulations concerning life-saving appliances on passenger ships				for-19920915-0700-eng.pdf			Amended 29 June 2007
459	ENG	10-FEB-09	10-FEB-09	Regulation concerning navigational aids and arrangements on the bridge and in the wheelhouse, and communication equipment int he wheelhouse of ships				for-19920915-0701-eng.pdf			Amended as of 29th June 2007
460	ENG	01-JUL-09	01-JUL-09	Regulation concerning operating arrangements on Norwegian ships				for-19920915-0704-eng.pdf			Amended 29 June 2007
461	ENG	24-MAR-11	24-MAR-11	Regulations concerning the right of the county governor to impose fines on municipalities and country municipalities foe exceeding the time limits set out in section 6-9				http://www.regjeringen.no/en/dep/bld/Documents/Laws-and-rules/Regulations/2001/regulations-related-to-the-child-welfare/2-2.html?id=444980			
462	ENG	02-JAN-02	24-MAR-11	Regulations concerning the right of the child welfare service to demand contributions from the child to cover the costs of his or her stay		Ministry of Children and Family Affairs		http://www.regjeringen.no/en/dep/bld/Documents/Laws-and-rules/Regulations/2001/regulations-related-to-the-child-welfare/5.html?id=420556			
463	ENG	06-FEB-09	06-FEB-09	Regulations concerning restriction in the trade areas of passenger ships registered in the Norwegian International Ship Register (NIS)				for-19930709-0596-eng.pdf			
464	ENG	02-JAN-02	24-MAR-11	Regulations concerning the child's spokesperson in cases that are to be dealt with by the county social welfare board		Ministry of Children and Family Affairs		http://www.regjeringen.no/en/dep/bld/Documents/Laws-and-rules/Regulations/2001/regulations-related-to-the-child-welfare/10.html?id=420561			
465	ENG	14-JUN-05	23-FEB-18	Regulations on supervision of financial institutions and management companies whose head office is in another EEA state and which carry on business in Norway etc				https://www.finanstilsynet.no/globalassets/laws-and-regulations/regulations/regulations-supervision-financial-institutions.pdf			Translation updated March 2009
466	ENG	03-SEP-09	03-SEP-09	Regulation on branches of banks and other credit institutions having their head offices in another state in the European Economic Area, etc.				http://www.kredittilsynet.no/Global/English/Laws_and_regulations/Regulations/Regulation_branches_banks_credit_institutions.pdf			Translation updated March 2009
468	ENG	16-OCT-00	15-SEP-14	Regulations relating to the stipulation and collection of dues to the Norwegian Pool of Natural Perils pursuant to section 4 A of Act no. 70 of 16 June 1989 relating to natural disaster insurance		Norsk Naturskadepool		for-19941125-1026-eng.pdf			
469	ENG	06-JUL-09	06-JUL-09	Regulations concerning leave of absence in connection with pregnancy, childbirth, or adoption, etc.				for-19950214-0382-eng.pdf			Amended 8 November 2007
470	ENG	16-AUG-06	17-OCT-12	Regulations relating to protection of the environment in Antarctica		Ministry of the Environment		http://www.regjeringen.no/en/dep/md/documents-and-publications/acts-and-regulations/regulations/1995/regulations-relating-to-protection-of-th.html?id=440458			
471	ENG	15-JAN-09	15-JAN-09	Regulations relating to genetic defects and working conditions				for-19950825-0768-eng.pdf			
472	ENG	02-JAN-02	25-MAR-11	Regulations concerning the application of the act relating to child welfare services in Svalbard		Ministry of Children and Family Affairs		http://www.regjeringen.no/en/dep/bld/Documents/Laws-and-rules/Regulations/2001/regulations-related-to-the-child-welfare/10.html?id=420561			
473	ENG	04-SEP-09	04-SEP-09	Regulation on insurance services and establishment of branches of insurance companies and pension funds having their head offices in another member state in The European Economic Area etc.				http://www.kredittilsynet.no/Global/English/Laws_and_regulations/Insurance_Pensions/Regulation_insurance_services.pdf			Last amende 30 June 2006
474	ENG	23-JUN-04	23-JUN-04	Regulation on a board to test A/S Vinmonopolet's purchases etc.				for-19960116-0024-eng.pdf			
475	ENG	10-FEB-09	10-FEB-09	Regulations concerning collection of fees to the Treasury for surveys, issue of certificates, etc. carried out pursuant to the Ship Safety and Security Act	The Fees Regulations			for-19960202-0115-eng.pdf			Amended as of 23rd November 2007
476	ENG	12-JAN-04	15-SEP-14	Regulations concerning measures to regulate the production of farmed salmon and trout	Feed quota regulations	Ministry of Fisheries		for-19960229-0223-eng.pdf			Translation date unknown
477	ENG	30-MAY-03	15-SEP-14	Regulations relating to systematic health, environmental and safety activities in enterprises	Internal control regulations			http://www.arbeidstilsynet.no/binfil/download2.php?tid=77839			Date of the translation may be found on the document
478	ENG	19-SEP-01	25-MAY-12	Regulations for advocates		Den norske advokatforening		http://www.tilsynet.no/oslo/tilsynet.nsf/Attachments/C1B47AC4F590170941256C6E0032EC8D/$FILE/English+text.pdf	With comments to the chapters		
479	LAP	28-SEP-04	28-SEP-04	Teknalas láhkaásahusat		Gieldda- ja bargodepartemeanta		for-19970122-0033-eng.pdf			
480	ENG	02-JAN-02	25-MAR-11	Broadcasting regulations		Ministry of Cultural Affairs		http://www.regjeringen.no/upload/KKD/Medier/Broadcasting_Regulations_No153of28February1997.pdf			As amended, most recently by Regulations no 13, 18 February 2005
481	ENG	15-JAN-09	15-JAN-09	Regulations relating to refunding of expenses in connection with regulatory supervision of safety, working environment and resource management in the petroleum activities				for-19970627-0652-eng.pdf			
482	ENG	22-FEB-07	16-MAY-12	Regulation concerning the declaration and labelling of microbiological products		Ministry of the Environment		http://www.regjeringen.no/en/dep/md/documents-and-publications/acts-and-regulations/regulations/1998/declaration-and-labelling-of-microbiolog.html?id=440456			
483	ENG	14-JUN-05	23-FEB-18	Regulations concerning exchange of information with supervisory authorities from countries within and outside the EEA area				https://www.finanstilsynet.no/globalassets/laws-and-regulations/regulations/regulations-exchange-information.pdf			Translation updated July 2004
484	ENG	30-MAY-03	25-MAY-12	Regulations relating to establishment, operation and disease-prevention measusres at fish farms	Operation and diseases regulations	Ministry of Fisheries		for-19981218-1409-eng.pdf			With last changes issues by the Ministry of Fisheries 20 December 2001
485	ENG	10-FEB-09	10-FEB-09	Regulations concertning marine equipment	The Maritime Equipment Regulations			for-19981229-1455-eng.pdf			Amended as of 29th June 2007
486	ENG	10-FEB-09	10-FEB-09	Regulations concerning radio installations and radio services on passanger ships and cargo ships to which the International Convention for the Safety of Life at Sea (SOLAS 1974) applies				for-19990127-0149-eng.pdf			Amended by regulation of 29th June 2007
487	ENG	01-JUL-09	01-JUL-09	Regulations concerning watchkeeping on passenger ships and cargo ships				for-19990427-0537-eng.pdf			Amended 29 June 2007
488	ENG	04-FEB-11	04-FEB-11	Regulations concerning the establishment, opertion and use of satellite earth stations				http://www.npt.no/ikbViewer/Content/115955/Regulations%20concerning%20the%20establishment,%20operation%20and%20use%20of%20satellite%20earth%20stations.pdf			
489	ENG	14-JUN-05	21-FEB-06	Regulation relating to audits and auditors		Kredittilsynet		for-19990625-0712-eng.pdf			Translation revised January 2006
490	ENG	02-JUL-09	02-JUL-09	Regulation concerning the counting and registration of persons sailing on board passenger ships				for-19990906-1047-eng.pdf			Amended 29 June 2007
491	ENG	02-JAN-02	25-MAR-11	Regulations regarding police certificates pursuant to the child welfare act		Ministry of Children and Family Affairs		http://www.regjeringen.no/en/dep/bld/Documents/Laws-and-rules/Regulations/2001/regulations-related-to-the-child-welfare/13-3.html?id=445270			
492	ENG	02-JUL-09	02-JUL-09	Regulations concerning risk analyses for ro-ro passanger ships in domestic trade				for-19991105-1167-eng.pdf			Amended 29 June 2007
493	ENG	02-JAN-02	09-MAY-08	Regulations regarding requirements relating to organizatons that arrange the placement of children from foreign countries for the purpose of adoption		Ministry of Children and Family Affairs		http://www.regjeringen.no/en/dep/bld/Documents/Laws-and-rules/Regulations/2001/Regulations-regarding-requirements-relat.html?id=458914			
494	ENG	02-JUL-09	02-JUL-09	Regulation concerning surveys, construction and equipment of passanger ships engaged on domestic voyages				for-20000328-0305-eng.pdf			Amended 29 June 2007
495	ENG	02-JAN-02	17-APR-02	Regulation relating to a munipical regular GP scheme		Ministry of Health and Social Affairs		http://odin.dep.no/hd/engelsk/regelverk/p20042245/030061-200005/index-dok000-b-n-a.html			
496	ENG	06-FEB-09	06-FEB-09	Regulation concerning environmental declaration in connection with environmental differentiation for ships and mobile offshore units				for-20001128-1194-eng.pdf			
497	LAP	06-OCT-04	06-OCT-04	Láhkaásahus dearvvasvuodabálvalusaid vuoruheami birra ja vuoigatvuoda birra dearvvasvuodaveahkkái		Sosial- og helsedirektoratet		for-20001201-1208-lap.pdf			
498	ENG	26-MAY-04	15-SEP-14	Regulations on the processing of personal data	Personal data regulations	Ministry of Labour and Government		for-20001215-1265-eng.pdf			Amended on 23 December 2003
499	ENG	30-MAY-03	15-SEP-14	Regulations relating to allocation, establishment, operation and disease-prevention measures at fish hatcheries for salmonids and other freshwater fish	Fish hatchery	Ministry of Fisheries		for-20001220-1397-eng.pdf			Translation date unknown
500	LAP	06-OCT-04	06-OCT-04	Divssohasjournála láhkaásahus		Sosial- og helsedirektoratet		for-20001221-1385-lap.pdf			
501	ENG	02-JUL-09	02-JUL-09	Regulation concerning additional requirements for the handling, controllability, equipment and operation of passenger high-speed craft less than 24 m in length which are engaged on domestic voyages				for-20001222-1574-eng.pdf			Amended 29 June 2007
502	ENG	04-AUG-04	25-MAY-12	Regulations concerning local authority guarantees				for-20010202-0144-eng.pdf			
503	ENG	30-MAY-03	15-SEP-14	Regulations relating to the regulation of ownership changes in companies etc licensesd to operate seawater rearing units for salmon and trout		Ministry of Fisheries		for-20010216-0158-eng.pdf			Translation date unknown
504	ENG	06-JUL-09	06-JUL-09	Regulation concerning medical supplies on ships				for-20010309-0439-eng.pdf			Amended 22 August 2005
505	ENG	10-NOV-11	05-DEC-13	Regulations concerning one-off registration tax on motor vehicles		Directorate of Customs and Excise		http://www.toll.no/templates_TAD/Topic.aspx?id=221724&epslanguage=en			With current amendments
506	ENG	05-FEB-09	05-FEB-09	Regulation concerning the control of ro-ro ferries and passanger high-speed craft in regular service, regardless of flag	Host state control			for-20010320-0373-eng.pdf			Amended as of 29th June 2007
507	ENG	14-JUN-05	14-JUN-05	Regulations on responsibility for internal control and on documentation and confirmation of internal control		Kredittilsynet		for-20010402-0364-eng.pdf			Translation as of October 2004
508	ENG	30-APR-02	30-APR-02	Regulations relating to a prohibition on the use of timber impregnated with CCA preservatives		Ministry of the Environment		http://odin.dep.no/md/engelsk/regelverk/lover/022051-200008/index-dok000-b-n-a.html			
509	ENG	16-AUG-02	15-JAN-09	Regulations relating to the return of stolen unlawfully removed cultural objects		Ministry of Cultural and Church Affairs		for-20011004-1179-eng.pdf			Amended as of May 14th 2002
510	ENG	30-APR-02	20-NOV-03	Regulations relating to nonylphenol and octylphenol and their ethoxylates		Ministry of the Environment		http://odin.dep.no/md/engelsk/regelverk/lover/022051-200007/index-dok000-b-n-a.html			
511	ENG	06-JUL-09	06-JUL-09	Regulation concerning the medical examination of employees on ships				for-20011019-1309-eng.pdf			Amended 29 June 2007
512	ENG	06-JUL-09	06-JUL-09	Regulation concerning water supply and water intended for human consumption	Drinking water regulations			for-20011204-1372-eng.pdf	Excerpts from the regulation		Amended 6 July 2007
513	ENG	18-NOV-13	18-NOV-13	Regulations relating to maritime installations		Norwegian Directorate for Civil Protection		http://www.dsb.no/Global/Publikasjoner/2013/Andre/regulations_relating_to_maritime_electrical_installations.pdf			
514	ENG	16-AUG-02	15-MAR-11	Regulations relating to a prohibition against the export of cultural objects		Ministry of Cultural and Church Affairs		http://www.regjeringen.no/upload/KKD/Kultur/Regulations%20relating%20to%20a%20prohibition%20against%20the%20export%20of%20cultural%20objects.pdf			
515	ENG	03-OCT-03	20-MAY-14	Regulations on the collection and processing of personal health data in the Cancer Registry of Norway	Cancer Registry Regulations	Ministry of Health and Social Affairs		for-20011221-1477-eng.pdf			
516	ENG	29-JUL-02	29-MAY-12	Regulations relating to fishing by vessels flying the Greenland flag in the economic zone of Norway in 2002				for-20020221-0254-eng.pdf			With amendments of 31st May 2002
517	ENG	06-JAN-16	08-JAN-21	Regulations relating to the Execution of Sentences	Regulations relating to the Execution of Sentences			http://www.kriminalomsorgen.no/getfile.php/4187062.823.qzaqtkststjnqa/Regulations+relating+to+the+Execution+of+Sentences+-+translated+June+2018.pdf			
518	ENG	01-JUL-09	01-JUL-09	Regulation concerning welding, welding equipment, hot work and storage of gas cylinders on board ships				for-20020425-0422-eng.pdf			Amended 29 June 2007
519	ENG	06-JUL-09	06-JUL-09	Regulation concerning weork by and placement of young people on Norwegian ships				for-20020425-0423-eng.pdf			Amended as of 29th June 2007
520	ENG	06-JUL-09	06-JUL-09	Regulation concerning treatment of disputes on Norwegian ships				for-20020425-0424-eng.pdf			Amended 8 November 2007
521	ENG	06-JUL-09	06-JUL-09	Regulation concerning cargo ships with natural gas fuelled internal combustion engines				for-20020617-0644-eng.pdf			Amended 29 June 2007
522	ENG	13-JAN-16	13-JAN-16	Regulations relating to persistent, bioaccumulative and toxic substances, waste and waste water and waste management fees in Svalbard		Ministry of Climate and Environment		https://www.regjeringen.no/en/dokumenter/substances-waste-svalbard/id512067/			
523	RUS	06-DEC-16	06-DEC-16	&#1055;&#1088;&#1077;&#1076;&#1087;&#1080;&#1089;&#1072;&#1085;&#1080;&#1077; &#1086; &#1088;&#1072;&#1079;&#1073;&#1080;&#1074;&#1082;&#1077; &#1083;&#1072;&#1075;&#1077;&#1088;&#1077;&#1081; &#1080; &#1087;&#1088;&#1077;&#1073;&#1099;&#1074;&#1072;&#1085;&#1080;&#1080; &#1074; &#1085;&#1080;&#1093; &#1085;&#1072; &#1057;&#1074;&#1072;&#1083;&#1100;&#1073;&#1072;&#1088;&#1076;&#1077;				https://www.regjeringen.no/en/dokumenter/----------2/id440511/			
523	ENG	13-JAN-16	13-JAN-16	Regulations relating to camping activities in Svalbard		Ministry of Climate and Environment		https://www.regjeringen.no/en/dokumenter/camping-svalbard/id512068/			
524	ENG	05-FEB-09	05-FEB-09	Regulation concerning ship's name, call sign and home port, etc.				for-20020627-0754-eng.pdf			
525	ENG	14-JAN-16	14-JAN-16	Regulations relating to environmental impact assessment and delimitation of the land-use planning areas in Svalbard		Ministry of Climate and Environment		https://www.regjeringen.no/en/dokumenter/regulations-relating-to-environmental-im/id512069/			
526	ENG	13-JAN-16	13-JAN-16	Regulations relating to a requirement to keep dogs on a leash in Svalbard		Ministry of Climate and Environment		https://www.regjeringen.no/en/dokumenter/regulations-relating-to-a-requirement-to/id512070/			
527	ENG	04-SEP-09	04-SEP-09	Regulations on markerting of securities funds				http://www.kredittilsynet.no/Global/English/Laws_and_regulations/Securities_market/Marketing_Securities_Funds_Regulations.pdf			
528	ENG	01-JUL-09	01-JUL-09	Regulation concerning conditions for periodical maintenance of float-free emergency position-indicating radio beacons				for-20021112-1314-eng.pdf			Amended 29 June 2007
529	ENG	30-MAY-03	29-MAY-12	Regulations relating to substances that deplete the ozone layer		Ministry of Environmental Affairs		for-20021220-1818-eng.pdf			
530	ENG	08-OCT-03	08-OCT-03	Regulations relating to restrictions on the use, etc. of certain dangerous chemicals		Norwegian Pollution Control Authority		for-20021220-1823-eng.pdf			
531	ENG	14-JAN-16	14-JAN-16	Regulations on the Allocation of Railway Infrastructure Capacity and the Levying of Charges for the Use of the National Railway Network	Allocation Regulations	Ministry of Transport and Communications		https://www.regjeringen.no/en/dokumenter/Regulations-on-the-Allocation-of-Railway/id469905/			
532	ENG	06-JUL-09	06-JUL-09	Regulation on the accelerated phasing-in of double hull or equivalent design requirements for single-hull oil tankers				for-20030220-0254-eng.pdf			Amended 29 June 2007
533	ENG	27-OCT-04	28-NOV-16	Design Regulations				https://www.patentstyret.no/en/norwegian-design-regulations			
534	ENG	06-JUL-09	06-JUL-09	Regulation concerning qualification requirements and certificate rights for personnel on board Norwegian ships, fishing vessels and moble offshore units				for-20030509-0687-eng.pdf			Amended 18 October 2007
535	ENG	14-JUN-05	23-FEB-18	Regulations on use of information and communication technology (ICT)				https://www.finanstilsynet.no/globalassets/laws-and-regulations/regulations/regulations-on-use-of-ict.pdf			
536	ENG	03-FEB-09	03-FEB-09	Regulation concerning the control of foreign ships and mobile offshore units in Norwegian ports, etc.				for-20030701-0969-eng.pdf			
537	ENG	04-FEB-11	04-FEB-11	Regulation on domain names under Norwegian country code toplevel domains	The Domain regulation			http://www.npt.no/pt_internet/eng/regulations/regulations/Regulation_on_domain_names.pdf			
538	ENG	06-JUL-09	06-JUL-09	Regulation concerning the safe loading and unloading of bulk carriers				for-20030829-1114-eng.pdf			Amended 29 June 2007
539	ENG	06-FEB-09	06-FEB-09	Regulation concerning the prohibition of organotin compounds on ships				for-20031120-1388-eng.pdf			
540	ENG	14-JUN-05	14-JUN-05	Regulations on measurements to combat the laundering of proceeds of crime etc.	Money Laundering Regulations	Kredittilsynet		for-20031210-1487-eng.pdf			Translation date: July 2004
541	ENG	27-MAY-05	27-MAY-05	Regulations relating to fees for services		The Brønnøysund Register Centre		http://www.brreg.no/english/acts/gebyrforskrift.html			
542	ENG	04-SEP-09	04-SEP-09	Regulations on nominee registration in securities funds' unit holder registers				http://www.kredittilsynet.no/Global/English/Laws_and_regulations/Securities_market/Regulations_nominee_registration_securities_funds.pdf			
543	ENG	03-SEP-09	15-SEP-14	Regulations on supervision of holdings in financial institutions				http://www.kredittilsynet.no/Global/English/Laws_and_regulations/Regulations/Regulations_supervision_holdings_financial_institutions.pdf			Translation published: April 2008
544	ENG	15-JAN-09	15-JAN-09	Temporary regulations relating to safety and working environment for certain petroleum facilities on land and associated pipeline systems				for-20031219-1595-eng.pdf			
545	ENG	10-FEB-09	10-FEB-09	Regulation concerning fees payable for services provided by the Norwegian Maritime Directorate	The Tariff of Fees			for-20040113-0252-eng.pdf			
546	ENG	04-FEB-11	04-FEB-11	Regulations on electronic communications networks and services	Ecom regulations			http://www.npt.no/ikbViewer/Content/ekomforskrift_eng.pdf?documentID=30917			
547	ENG	04-FEB-11	04-FEB-11	Regulations on numbering resources for electronic communications networks and services	Numbering regulations			http://www.npt.no/pt_internet/eng/regulations/regulations/nummerforskriften_eng.pdf			
548	ENG	18-APR-07	15-SEP-14	Regulations relating to the transfer of biobank material to other countries		Ministry of Health and Care Services		for-20040226-0511-eng.pdf			Translation date: April 2007
549	ENG	14-JAN-16	14-JAN-16	Regulations relating to restrictions on the manufacture, import, export, sale and use of chemicals and other products hazardous to health and the environment	Product Regulations	Ministry of Climate and Environment		https://www.regjeringen.no/en/dokumenter/product-regulations/id512072/			
550	ENG	14-JAN-16	14-JAN-16	Regulations relating to the recycling of waste	Waste Regulations	Ministry of Climate and Environment		https://www.regjeringen.no/en/dokumenter/waste-regulations/id512073/			
551	ENG	06-FEB-09	15-SEP-14	Regulations relating to pollution control	Pollution regulations			http://www.miljodirektoratet.no/no/Regelverk/Forskrifter/Regulations-relating-to-pollution-control-Pollution-Regulations/			Last updated: March 2012
552	ENG	01-JUL-09	01-JUL-09	Regulation concerning protective security measures on board ships and mobile offshore drilling units				for-20040622-0972-eng.pdf			Amended 29 June 2007
553	ENG	02-JUL-09	02-JUL-09	Regulation concerning life-saving appliances on passenger ships				for-20041011-1341-eng.pdf			Amended 29 June 2007
554	ENG	14-DEC-07	07-JAN-16	The bookkeeping regulation		Norwegian Institute of Public Accountants		http://bibsys-primo.hosted.exlibrisgroup.com/UBO:default_scope:BIBSYS_ILS71471456300002201	The Norwegian Institute of Public Accountants may provide an electronic version		
555	ENG	02-JUL-09	02-JUL-09	Regulation concerning life-saving appliances on cargo ships				for-20041217-1855-eng.pdf			Amended 29 June 2007
556	ENG	06-JUL-09	06-JUL-09	Regulation concerning radiocommunication for cargo ships				for-20041217-1856-eng.pdf			Amended 29 June 2007
557	ENG	06-JUL-09	06-JUL-09	Regulation concerning the working environment, health and safety of workers on board ship				for-20050101-0008-eng.pdf			Amended 29 June 2007
558	ENG	06-JUL-09	06-JUL-09	Regulation concerning guarantees for social security entitlements for employees on Norwegian ships				for-20050218-0145-eng.pdf			
559	ENG	06-JUL-09	06-JUL-09	Regulation concerning guarantee of remuneration for work and of passage home for employees on ships registered in the Norwegian International Ship Register				for-20050218-0146-eng.pdf			
560	ENG	04-FEB-11	04-FEB-11	Regulations relating to administrative charges payable to the Norwegian Post and Telecommunications Authority				http://www.npt.no/ikbViewer/Content/44366/Gebyrforskrift%20gjeldende%20fra%201_1_2009.pdf			
561	ENG	06-JUL-09	06-JUL-09	Regulation concerning the obligations of the master and company in the event that a criminal offence of a serious nature is committed on board ship, and concerning notification of missing persons				for-20050301-0235-eng.pdf			Amended 29 June 2007
562	ENG	04-FEB-11	04-FEB-11	Regulations on authorization of electronic communications networks and radio equipment installation contractors				http://www.npt.no/ikbViewer/Content/Authorization.pdf?documentID=49799			
563	ENG	02-JUL-07	15-SEP-14	Regulations ont he sale of alcoholic beverages	Alcohol Regulations			for-20050608-0538-eng.pdf			Unofficial translation - June 2007
564	ENG	15-FEB-06	16-MAY-12	Regulations relating to the labelling, transport, import and export of genetically modified organisms		Ministry of Environment		http://www.regjeringen.no/en/dep/md/documents-and-publications/acts-and-regulations/regulations/2005/regulations-relating-to-the-labelling-tr.html?id=440383			
565	ENG	02-JUL-09	02-JUL-09	Regulation concerning the construction and operation of gas-fuelled passanger ships				for-20050909-1218-eng.pdf			Amended 29 June 2007
566	ENG	04-FEB-11	04-FEB-11	Regulations on safety in electronic communications network				http://www.npt.no/ikbViewer/Content/100829/safety_ecom.pdf			
567	ENG	14-MAR-13	19-SEP-14	Regulations concerning requirements for master's degrees		Ministry of Education		http://www.regjeringen.no/upload/KD/Vedlegg/UH/forskrifter/Regulations_Requirements_MasterDegree.pdf			
568	ENG	11-MAY-06	11-MAY-06	Regulations on insurance mediation		The Financial Supervision Authority of Norway		for-20051209-1421-eng.pdf			
569	ENG	04-SEP-06	16-MAY-12	Regulations relating to impact assessment pursuant to the Gene Technology Act		Ministry of the Environment		http://www.regjeringen.no/en/dep/md/documents-and-publications/acts-and-regulations/regulations/2005/regulations-relating-to-impact-assessmen.html?id=440455			
570	ENG	09-MAY-08	09-MAY-08	Regulations regarding the organisation and activities of the Equality and anti-discrimination ombud and the Equality and anti-discrimination tribunal		Ministry of Children and Equality		http://www.regjeringen.no/en/dep/bld/Documents/Laws-and-rules/Regulations/2006/Regulations-regarding-the-organisation-a-2.html?id=92611			
571	ENG	28-DEC-10	28-DEC-10	Regulations concerning posted workers		Ministry of Labour		http://www.regjeringen.no/en/dep/aid/doc/lover_regler/forskrifter/2005/regulations-of-16-december-2005-no-1566-.html?id=540201			
572	ENG	20-JAN-16	20-JAN-16	Regulations concerning terms and conditions of employment for post-doctoral research fellow, research fellow and research assistant		Ministry of Education and Research		https://www.regjeringen.no/en/dokumenter/Regulations-concerning-terms-and-conditions-of-employment-for-post-doctoral-research-fellow-research-fellow-and-research-assistant/id92637/			
573	ENG	14-JAN-16	14-JAN-16	Regulations concerning appointment and promotion to teaching and research posts		Ministry of Education and Research		https://www.regjeringen.no/en/dokumenter/regulations-concerning-appointment-and-p/id270830/			
574	ENG	30-APR-07	30-APR-07	Regulations on certain aspects relating to the political parties	Political Parties Act Regulations	Ministry of Government Administration and Reform		for-20060316-0321-eng.pdf			
575	ENG	14-JAN-16	14-JAN-16	Regulations on Public Investigations of Railway Accidents and Serious Railway Incidents etc.	Railway Investigation Regulations	Ministry of Transport and Communications		https://www.regjeringen.no/en/dokumenter/Regulations-on-Public-Investigations-of-/id469897/			
576	ENG	14-JAN-16	14-JAN-16	Regulations on the Obligation to Notify and Report Railway Accidents and Railway Incidents	Notification and Reporting Regulations	Ministry of Transport and Communications		https://www.regjeringen.no/en/dokumenter/Regulations-on-the-Obligation-to-Notify-/id469901/			
577	ENG	18-NOV-13	18-NOV-13	Safety regulations related to the maintenance and operation of electrical installations		Norwegian Directorate for Civil Protection		http://www.dsb.no/Global/Publikasjoner/2013/Andre/safety_regulations_related_to_the_maintenance_and_operation_of_electrical_installations.pdf			
578	ENG	06-JUL-09	06-JUL-09	Regulation concerning the carriage of cargoes on cargo ships and barges				for-20060629-0785-eng.pdf			Amended 29 June 2007
