"id","created_at","updated_at","deleted_at","created_by","updated_by","inv_no","section_or_side","material","connections","negative","acquisition","title_or_type","size","provenance","language","lines","palaeographic_description","author","content","people","places","origin","state_of_preservation","items","publ_side","genre","fullsizefront_r1","fullsizeback_r1","translation","bibliography","negative_in_copenhagen","date_cataloged","extent_genre","language_code","date1","date2","date","title_statement","material_long","subjects","public","p_oslo_vol","p_oslo_nr","internal_comments","conservation_notes","acquisition_year","trismegistos_url","papyri_dclp_url"
112,,"2021-02-09 23:53:26",,,,"1461","Recto","Pap",,"Yes","Purchased from M.Nahman, Cairo, Sept. 1934","Contract for substitution in a liturgy","11.5 x 16.2 cm.","Unknown place, province of Egypt","Greek","28","The text is written along the fibres, with medium to small, upright cursive letters, executed swiftly by the practised hand of a public notary. Letter forms appear fluid; different cursive versions of the same letters are to be observed.","Aurelius Diogenes son of Herakleides & Aurelius Demetrius, alias Diodoros","Part of a private agreement between the residents of Oxyrhynchus Aurelius Diogenes son of Heracleides and Sarapias, and Aurelius Demetrius alias Diodorus, regulating the terms of synallaxis, i.e. a transfer from the former to the latter of the obligation to perform the annual liturgy of the transport service by donkey.","[""Aurelius Diogenes, son of Herakleides and Sarapias"", ""Aurelius Demetrios, alias Diodoros"", ""Aurelius Hierax, phylarchos""]","[""Oxyrhynchos""]","Oxyrhynchos, Oxyrhynchite nome, province of Egypt","Fragment from a medium brown sheet of papyrus preserving 28 lines of text along with the upper (1.5 cm) and parts of left margin (2 cm at its widest). The upper right part of the sheet appears neatly cut; line ends reached the edge of the sheet leaving no free space for a right margin. A kollesis is visible a few millimetres before the right edge. The upper part of the document is in relatively good state of preservation. The bottom breaks off at line 28.",1,"Recto, the Verso is blank","Documentary","1461r.jpg",,"Aurelius Diogenes son of Herakleides, his mother being Sarapias, from the city of Oxyrhynchus, who has been nominated by Aurelius Hierax, phylarch for the current fourth year, to contribute the two thirds of one donkey as his share in the public service of onelasia, and Demetrios alias Diodoros and however he is styled, mutually acknowledge: (that) Diogenes has transferred to Demetrios alias Diodoros the two thirds of the aforementioned one donkey, his share in the aforesaid onelasia, to the effect that Diodoros will perform it for its appointed annual duration, from now until the fifth of the intercalary days of the current fourth year, offering his services daily to the strategos of the nome and to whoever else might be necessary; (that) he, on account of the two thirds of the onelasia, will provide (x number of ?/ adj.) donkeys to those carrying the sigilla (seals or sealed official ordinances?) from ... and to whoever else it is appropriate, receiving from the aforesaid Diogenes as compensation for the labour of each donkey and for food provisions and wages and expenses and [... for the aforesaid ?] period of time [one thousand ...?] silver drachmas, which he will receive from the aforesaid [Diogenes who] will pay: in the following month, Phaophi, four hundred drachmas ... in Phamenoth x hundred drachmas, in Pachon, two hundred and in Epeiph, the rest of the money ... without delay; besides, he will also receive from the aforesaid Diogenes as special payments.... choinix/kes (?) ..., of wine (?) ...",,,"2005-12-14","1 papyrus ; 11.5 x 16.2 cm.","grc","246","256","August 29 - September 27, 246 or 256 A.D.","Contract for substitution in a liturgy","Papyrus","[""Contract"", ""Liturgy (compulsory public service)"", ""Donkey"", ""Transport""]",TRUE,,,,,,,
113,,"2021-02-09 23:53:26",,,,"346","Recto","Pap",,"Yes","Purchased by Eitrem in Egypt 1920","Lease of house property (topos)","13.5 x 26.5 cm.","Unknown place, province of Egypt","Greek","21",,"Hierax Pesourios","Lease of a house with appurtenances for a period of three years, for 3000 silver drachmas a year.","[""Hierax Pesourios, bouleutes"", ""Horion, son of Theodoros""]","[""Oxyrynchos"", ""Cretan quarter""]","Oxyrhynchos, Oxyrhynchite nome, province of Egypt","The papyrus is medium brown and complete at top, bottom and left side. The right side is torn just before the end of the lines. Top margin 1 cm, left 2 cm, and the bottom is 8 cm.",1,"Recto, the Verso is blank","Documentary","346r.jpg",,"To those who will be elected consuls in the third year. Hierax, son of  Pesouris, former archon and councilor of the brilliant and most brilliant city of Oxyrhynchos, has leased to Horion son of Theodoros, from the same city, for three more years, from the month Thoth of the present 18th, 16th and 8th year, part of the house and the atrium and the courtyard, belonging to him in the Cretan quarter, from his own dyer's workshop, a room on the ground floor, with all its apurtenances, for the annual rent of three thousand silver drachmas. When the lease has been confirmed, the lessee shall pay the rent annually, half every 6 months, and shall have the use of the premises with its entrances and exits for that period of time, without hindrances and without accusations. And he shall hand back the house in the same condition as he took it. The lease is valid and, having been asked the formal question, he consented. In the same consulship, the twentieth of Choiak (December 17, 323 A.D.). (2. hand) I, Horion, have leased these premises and will pay the rent, and having been asked the formal question, I have consented.",,TRUE,"2005-12-20","1 papyrus ; 13.5 x 26.5 cm.","grc","323",,"December 17, 323 A.D.","Lease of house property (topos)","Papyrus","[""Lease"", ""Rent"", ""House""]",TRUE,"III","138",,,,,"https://papyri.info/ddbdp/p.oslo;3;138"
114,,"2021-02-09 23:53:26",,,,"1457","Recto","Pap",,"Yes","Purchased from M.Nahman, Cairo, Sept. 1934","Receipt for money taxes","13.8 x 24.3 cm.","Unknown place, province of Egypt","Greek","8","The text, which is complete, is written in a small, cramped cursive and runs parallell to the fibres.","Antinoos & Antiochos, trapezitai","Receipt recording payments through a bank for the epikephalaion, amounting to 12 drachmas per person, for pig tax and dike tax.","[""Tiberius Caesar Augustus, emperor"", ""Zoilos, son of Syros"", ""Antinoos, trapezites"", ""Antiochos, trapezites""]","[""Hermaion (amphodon of Oxyrhynchos)""]","Oxyrhynchos, Oxyrhynchite nome, province of Egypt","A light brown papyrus; the left margin is 3 cm, the right 1/2 cm, the top margin is 2 cm and the bottom one 13 cm.",1,"Recto, the Verso is blank","Documentary","1457r.jpg",,"The sixteenth year of Tiberius Caesar Augustus on the thirtieth of Tybi. Zoilos, son of Syros, has paid through Antinoos and Antiochos, bankers, for the poll-tax of the Hermaion quarter for the thirteenth year twelve drachmas, total 12. For the pig tax likewise for the thirteenth year the same (has paid) two drachmas one and a half obol, total 2 dr. 1 1/2 obol. For the dike tax likewise for the thirteenth year the same (has paid) six drachmas and four obols, total 6 dr. and 4 ob. For the poll tax for the fourteenth year the same (has paid) in all twelve drachmas, total 12. For the pig tax for the fourteenth year the same two drachmas one and a half obol total 2 dr 1 1/2 ob. For the dike tax for the fourteenth year the same six drachmas and four obols, total 6 dr. 4 ob.",,,"2005-12-22","1 papyrus ; 13.8 x 24.3 cm.","grc","30",,"January 25, 30 A.D.","Receipt for money taxes","Papyrus","[""Receipt"", ""Taxation (persons)""]",TRUE,,,,,,,"https://papyri.info/ddbdp/sb;20;14665"
115,,"2021-02-09 23:53:26",,,,"513","Recto","Pap",,"Yes","Purchased 1923 through British Museum, with M. Nahman as the dealer. Cf. the reports and the inventory list by H. I. Bell","Sale of a male donkey","6.5 x 15.3 cm.","Unknown place, province of Egypt","Greek","20",,"Aurelius, son of Hor?... and Aurelia","Aurelius has sold a male donkey to Paleus, for a sum agreed upon.","[""Aurelius, son of Hor?... and Aurelia"", ""Aurelius Paleus, son of Sois and Belisis, onelates""]","[""Apollonopolis, Apollonopolite nome"", ""Alabanthis, Hermopolite nome""]","Apollonopolis, Apollonopolite nome, province of Egypt","Medium brown papyrus. Broken on three sides, the left margin is 1 1/2 cm, but broken here and there.",1,"Recto, the Verso is blank","Documentary","513r.jpg",,"Aurelius, son of Hor?... , his mother being Aurelia, from Apollonopolis of the Apollonopolite nome, to Aurelius Paleus, son of Sois, his mother being Belisis, from the village Alabanthis of the Hermopolite nome, public donkey-driver, greetings. I have sold you a male donkey, fair, born to me by the female donkey I own, for the price that we have agreed upon: 132 drachmae in silver denarii.","Adams C, Land transport in Roman Egypt (2007) 96, n. 22",TRUE,"2005-12-23","1 papyrus ; 6.5 x 15.3 cm.","grc","300","399","IVth century A.D.","Sale of a male donkey","Papyrus","[""Sale"", ""Donkey"", ""Price""]",TRUE,"III","134",,,,,"https://papyri.info/ddbdp/p.oslo;3;134"
116,,"2021-02-09 23:53:26",,,,"127","Recto","Pap",,"Yes","Purchased by Eitrem in Egypt 1920","Petition to the nomarchs","9.8 x 16 cm.","Karanis, Herakleidou meris, Arsinoite nome, province of Egypt","Greek","18","At the top of the document  there are traces of an earlier text having been washed out.","Theabennis","Petition from an Egyptian weaver to the nomarchs in order to be relieved from the weavers' tax.","[""Theabennis, son of Hieranouphis and Thaesis, gerdios"", ""Menucius Celer, nomarches"", ""Eirenaios, nomarches""]","[""Karanis""]","Karanis, Herakleidou meris, Arsinoite nome, province of Egypt","Medium brown papyrus. Broken on the right side and at the bottom. The left margin is  2 cm., the top one 1 1/2 cm.",1,"Recto, the Verso is blank","Documentary","127r.jpg",,"To the nomarchs Menucius Celer and Eirenaios, from Theabennis, son of Hieranouphis, his mother being Thaesis, a serviceman, advanced in years, from the village of Karanis. Since I am no longer able to practice as a weaver, due to failing eyesight and old age - I am about eighty-? years old - I ask to be exempt from the weavers' tax  from ...","Bergamasco M, ZPE 147 (2004) 155-156Reiter F, Die Nomarchen des Arsinoites. 2004, 10 n. 7; 14-15; 22 n. 4; 37 n. 26; 93; 144; 312Bergamasco M, """"Hyperetes archaios in P.Osl. III 124"""", in Scrivere, leggere, interpretare. Studi di antichità in onore di Sergio Daris. Trieste 2005. Electronic publication: http://140.105.59.2/crevatin/franco_crevatin_homepage.htm",,"2007-02-21","1 papyrus ; 9.8 x 16 cm.","grc","50","99","Late Ist century A.D.","Petition to the nomarchs","Papyrus","[""Petition"", ""Tax"", ""Weaving"", ""Profession""]",TRUE,"III","124",,,,,"https://papyri.info/ddbdp/p.oslo;3;124"
117,,"2021-02-09 23:53:26",,,,"344","Recto","Pap",,"Yes","Purchased by Eitrem in Egypt 1920","Contract of apprenticeship","12.5 x 9.5 cm.","Karanis, Herakleidou meris, Arsinoite nome, province of Egypt","Greek","12",,,"Satornilos has given his nephew in apprenticeship to the weaver Theabennis","[""Theabennis, son of Iranoupis, gerdios"", ""Satornilos, son of Satornilos"", ""Tiberius Claudius Caesar Augustus Germanicus, emperor""]","[""Karanis""]","Karanis, Herakleidou meris, Arsinoite nome, province of Egypt","Medium brown papyrus. Only the two first lines (and the upper part of the third) are complete, of the rest only the left half has survived, and the papyrus is torn at the bottom. The top margin is 1 1/2 cm., the left margin 2 cm.",1,"Recto, the Verso is blank","Documentary","344r.jpg",,"10th kollema, 9th roll (sc. of the public archive)In the eleventh year of Tiberius Claudius Caesar Augustus Germanicus Imperator, in the month Apellaios, which is the 9th of Phaophi, in Karanis, district of Herakleides, Arsinoite nome. Satornilos, son of Satornilos, of Persian descent and 30 years of age, has apprenticed to the weaver Theabennis son of Iranoupis, 40 years old, of Persian descent, his deceased brother's ......  son, named ....., for ? years, so that he can learn the whole art of weaving within the aforementioned period, being absent neither by night nor by day from the house of Theabennis, he shall accompany him in accordance with the law (or: in the region) and shall do everything that he is ordered to. And the boy shall be fed and clothed by .............","Bergamasco M, ZPE 147 (2004), 155-156;Reiter F, Die Nomarchen des Arsinoites. 2004, 22, note 4;Bergamasco M, Papiri e ostraka greci. 2005, 27-36;Bergamasco M, Studi di Egittologia e di papairologia 3 (2006) 55Reiter F, Die Nomarchen des Arsinoites. 2004, 10, n. 7",TRUE,"2007-02-22","1 papyrus ; 12.5 x 9.5 cm.","grc","50",,"October 6, 50 A.D.","Contract of apprenticeship","Papyrus","[""Weaving"", ""Profession"", ""Contract"", ""Apprenticeship""]",TRUE,"III","141",,,,,"https://papyri.info/ddbdp/p.oslo;3;141"
118,,"2021-02-09 23:53:26",,,,"611","Rect","Pap",,"Yes","Purchased from Ali Mahmud, Behnasa, April 5, 1928","Fragment of palmomancy","4 x 6 cm.","Oxyrhynchos, Oxyrhynchite nome, province of Egypt","Greek","9",,,"Prognostications to be derived from the involuntary movements of various parts of the body","[]","[]","Unknown place, province of Egypt","Dark brown papyrus. The fragment originates from a papyrus roll (the verso being left blank), not a book. Only nine fragmentary lines are preserved, and the papyrus is torn on all sides.",1,"Recto, the Verso is blank","Sub-literary","611r.jpg",,"To the salesman it means payment (...), to the rich man expenses. If the right cheek twitches, it means an unexpected offence. Make a propitiating sacrifice to Helios. If the left cheek twitches, it means something good. If the right jaw twitches, it means joy and something good.","Kyriakides S, SO 15-16 (1936) 138-139",TRUE,"2007-03-27","1 papyrus ; 4 x 6 cm.","grc","300","399","IVth century A.D.","Fragment of palmomancy","Papyrus","[""Palmomancy"", ""Prognostication"", ""Divination""]",TRUE,"III","76",,,,,"https://papyri.info/ddbdp/p.oslo;3;76"
119,,"2021-02-09 23:53:26",,,,"601","Recto","Pap","P.Oslo III 101, 102, 103, 104","Yes","Purchased from Ali Mahmud, Behnasa, April 5, 1928","Return of unwatered land","3.8 x 7.8 cm.","Oxyrhynchos, Oxyrhynchite nome, province of Egypt","Greek","10","The connected items are all written in different hands.","Tiberius Claudius Zoilus","Report concerning unflooded land.","[""Tiberius Claudius Zoilus"", ""Marcus Aurelius & Lucius Verus, emperors""]","[]","Unknown place, province of Egypt","A medium brown papyrus. What is left of the top margin measures 2 cm. Torn on both sides, a tiny part of the bottom margin is preserved.",1,"Recto, the Verso is blank","Documentary","601r.jpg",,"From Tiberius Claudius Zoilus. In accordance with the orders issued concerning the register of uninundated (land), I declare the 600? arouras that belong to me as uninundated in the current fourth year of our Lords, the Caesars Antoninus and Verus ...",,TRUE,"2007-03-28","1 papyrus ; 3.8 x 7.8 cm.","grc","163","164","163/64 A.D.","Return of unwatered land","Papyrus","[""Irrigation"", ""Report""]",TRUE,"III","100",,,,,"https://papyri.info/ddbdp/p.oslo;3;100"
120,,"2021-02-09 23:53:26",,,,"602","Recto","Pap","P.Oslo III 100, 102, 103, 104","Yes","Purchased from Ali Mahmud, Behnasa, April 5, 1928","Return of unwatered land","3.8 x 8.9 cm.","Oxyrhynchos, Oxyrhynchite nome, province of Egypt","Greek","11","The connected items are all written in different hands.","Tiberius Claudius Zoilus","Report concerning unflooded land.","[""Tiberius Claudius Zoilus"", ""Marcus Aurelius & Lucius Verus, emperors""]","[]","Unknown place, province of Egypt","A medium brown papyrus, broken on both sides and at the bottom. What is left of the top margin measures 2 1/2 cm.",1,"Recto, the Verso is blank","Documentary","602r.jpg",,"From Tiberius Claudius Zoilus. In accordance with the orders issued concerning the register of uninundated (land), I declare the ... arouras that belong to me around E... as uninundated in the current fourth year of our Lords, the Caesars Antoninus and Verus .... (the rest is very fragmentary)",,TRUE,"2007-03-28","1 papyrus ; 3.8 x 8.9 cm.","grc","163","164","163/64 A.D.","Return of unwatered land","Papyrus","[""Irrigation"", ""Report""]",TRUE,"III","101",,,,,"https://papyri.info/ddbdp/p.oslo;3;101"
121,,"2021-02-09 23:53:26",,,,"603","Recto","Pap","P.Oslo III 100, 101, 103, 104","Yes","Purchased from Ali Mahmud, Behnasa, April 5, 1928","Return of unwatered land","3.9 x 7.8 cm.","Oxyrhynchos, Oxyrhynchite nome, province of Egypt","Greek","7","The connected items are all written in different hands.","Tiberius Claudius Zoilus","Report concerning unflooded land.","[""Tiberius Claudius Zoilus"", ""Marcus Aurelius & Lucius Verus, emperors""]","[]","Unknown place, province of Egypt","A medium brown papyrus, broken on both sides and at the bottom. The top margin is partly intact, measuring 2 cm.",1,"Recto, the Verso is blank","Documentary","603r.jpg",,"From Tiberius Claudius Zoilus. In accordance with the orders issued concerning the register of uninundated (land), I declare the ... that belong to me as uninundated in the current fourth year of our Lords, the Caesars Antoninus and Verus ...",,TRUE,"2007-03-28","1 papyrus ; 3.9 x 7.8 cm.","grc","163","164","163/64 A.D.","Return of unwatered land","Papyrus","[""Irrigation"", ""Report""]",TRUE,"III","102",,,,,"https://papyri.info/ddbdp/p.oslo;3;102"
122,,"2021-02-09 23:53:26",,,,"604","Recto","Pap","P.Oslo III 100, 101, 102, 104","Yes","Purchased from Ali Mahmud, Behnasa, April 5, 1928","Return of unwatered land","4.3 x 8.3 cm.","Oxyrhynchos, Oxyrhynchite nome, province of Egypt","Greek","7","The connected items are all written in different hands.","Tiberius Claudius Zoilus","Report concerning unflooded land.","[""Tiberius Claudius Zoilus"", ""Marcus Aurelius & Lucius Verus, emperors""]","[]","Unknown place, province of Egypt","Medium brown papyrus. Very fragmentary. Broken on both sides and at bottom.What little is left of the top margin measures 2 cm.",1,"Recto, the Verso is blank","Documentary","604r.jpg",,"From Tiberius Claudius Zoilus. In accordance with the orders issued concerning the register of uninundated (land), I declare the ... that belong to me as uninundated in the current fourth year of our Lords, the Caesars Antoninus and Verus ...",,TRUE,"2007-03-28","1 papyrus ; 4.3 x 8.3 cm.","grc","163","164","163/64 A.D.","Return of unwatered land","Papyrus","[""Irrigation"", ""Report""]",TRUE,"III","103",,,,,"https://papyri.info/ddbdp/p.oslo;3;103"
123,,"2021-02-09 23:53:26",,,,"605","Recto","Pap","P.Oslo III 100, 101, 102, 103","Yes","Purchased from Ali Mahmud, Behnasa, April 5, 1928","Return of unwatered land","4.2 x 9.3 cm.","Oxyrhynchos, Oxyrhynchite nome, province of Egypt","Greek","8","The connected items are all written in different hands.","Tiberius Claudius Zoilus","Report concerning unflooded land.","[""Tiberius Claudius Zoilus"", ""Marcus Aurelius & Lucius Verus, emperors""]","[]","Unknown place, province of Egypt","A medium brown papyrus. Broken on both sides and at bottom, very fragmentary. A small part of the top margin is preserved and measures 2 1/2 cm.",1,"Recto, the Verso is blank","Documentary","605r.jpg",,"From Tiberius Claudius Zoilus. In accordance with the orders issued concerning the register of uninundated (land), I declare the ... that belong to me as uninundated in the current fourth year of our Lords, the Caesars Antoninus and Verus ...",,TRUE,"2007-03-28","1 papyrus ; 4.2 x 9.3 cm.","grc","163","164","163/64 A.D.","Return of unwatered land","Papyrus","[""Irrigation"", ""Report""]",TRUE,"III","104",,,,,"https://papyri.info/ddbdp/p.oslo;3;104"
124,,"2021-02-09 23:53:26",,,,"435",,"Pap",,"Yes","Purchased 1923 through British Museum, with M. Nahman as the dealer. Cf. the reports and the inventory list by H. I. Bell","Homeric papyrus (Iliad 6, 196-200; 202; 204-207; 211-216; 219-224; 236-276)","10.7 x 21 cm.","Unknown place, province of Egypt","Greek","col. 1: 22col. 2: 41",,"Homer","Homer, Iliad 6, 196-200; 202; 204-207; 211-216; 219-224; 236-276. The papyrus presents the vulgate text (of the better type).","[]","[]","Probably the Arsinoite nome, province of Egypt","A light brown papyrus, which renders two columns of the text. The left column (col.1) has preserved only a few letters from the end of the lines, whereas in the right column (col.2) the lines are complete.",1,,"Literary","435r.jpg",,,,TRUE,"2007-03-29","1 papyrus ; 10.7 x 21 cm.","grc","200","299","IIIrd century A.D.","Homeric papyrus (Iliad 6, 196-200; 202; 204-207; 211-216; 219-224; 236-276)","Papyrus","[""Literature"", ""Epic poetry"", ""Homer"", ""Iliad""]",TRUE,,,,,,,
125,,"2021-02-09 23:53:26",,,,"305","Verso","Pap",,"Yes","Purchased by Eitrem in Egypt 1920","Homeric papyrus (Odyssey 4, 483-492)","3.8 x 13.7 cm.","Unknown place, province of Egypt","Greek","10","Written in a good-sized hand (a little sloping to the left) of the third or fourth century; the letters m and n are rather broad, and m is very curved. The accents were probably placed on every word and seem to owe their origin to the original scribe.","Homer","Homer, Odyssey 4, 483-492.","[]","[]","Probably the Arsinoite nome, province of Egypt",,1,"Verso, the Recto is published as P.Oslo III 195","Literary",,"305v.jpg",,,TRUE,"2007-03-29","1 papyrus ; 3.8 x 13.7 cm.","grc","200","399","IIIrd/IVth century A.D.","Homeric papyrus (Odyssey 4, 483-492)","Papyrus","[""Literature"", ""Epic poetry"", ""Homer"", ""Odyssey""]",TRUE,"II","8",,,,,
126,,"2021-02-09 23:53:26",,,,"590","Recto","Pap",,"Yes","Purchased from Ali Mahmud, Behnasa, April 5, 1928","Politicus, 308e-309c","8.5 x 16.5 cm.","Oxyrhynchos, Oxyrhynchite nome, province of Egypt","Greek","Col.1: 23Col.2: 17","Double dots mark the alternations in the dialogue; these, as well as the marginal paragraphs, are probably due to the original scribe. Iota adscript is written throughout.","Plato","Plato, Politicus, 308e-309c","[]","[]","Probably Oxyrhynchos, Oxyrhynchite nome, province of Egypt",,1,"Recto, the Verso is blank","Literary","590r.jpg",,,,TRUE,"2007-03-29","1 papyrus ; 8.5 x 16.5 cm.","grc","100","199","IInd century A.D.","Politicus, 308e-309c","Papyrus","[""Plato"", ""Politicus""]",TRUE,"II","9",,,,,
127,,"2021-02-09 23:53:26",,,,"306","Verso","Pap","P.Harr. 45","Yes","Purchased by Eitrem in Egypt 1920","De corona § § 201-205","6 x 16 cm.","Unknown place, province of Egypt","Greek","23","The text has been written by the same scribe throughout, who has used a medium-thick pen and  black ink. The hand is an upright informal, somewhat flattened, round capital. The medium-sized letters, of which some show a slight inclination to the right, have been penned rapidly.","Demosthenes","Demosthenes, De corona § § 201-205","[]","[]","Possibly Arsinoite nome, province of Egypt","A fragment of light brown papyrus in a bad state of preservation. Rectangular but for a bit irregularly torn off its upper left part. Torn vertically almost in a straight line on the right (along a kollesis?) with the result that line ends and right margin are missing thoughout. A small portion of the upper margin (1.3 cm.), the lower part of the left margin (1.4 cm.) and the entire lower margin (2.6 cm.) has been preserved. Several small holes are visible on the sheet.",1,"Verso, the Recto is published as P.Oslo III 190","Literary",,"306v.jpg",,,TRUE,"2007-03-30","1 papyrus ; 6 x 16 cm.","grc","100","150","1st half of the IInd century A.D.","De corona § § 201-205","Papyrus","[""Literature"", ""Oratory"", ""Demosthenes"", ""De corona""]",TRUE,"II","10",,"The papyrus is in a bad state of preservation. Joined together with P. Harris 45, which was discovered to have come from one and the same column of a papyrus roll (the two pieces have been published together  in 2006).",,,
128,,"2021-02-09 23:53:26",,,,"774","Recto","Pap",,"Yes","Purchased by L. Amundsen from Ali Mahmud, Derballah (Behnasa) at Beni Masas, Jan. 27, 1929","Homeric papyrus (Iliad 3, 458-4,1)","4.1 x 5.5 cm.","Oxyrhynchos, Oxyrhynchite nome, province of Egypt","Greek","5","The handwriting, in spite of certain peculiarities, must be classed with  that of Schubart, Griech.Palaeogr. fig. 72, from the first half of the 1st century A.D. Characteristic of the style of these manuscripts are the ornamental cross lines added at the base of the vertical strokes of the letters. In this way the basic line of the writing is accentuated, whole groups of letters being joined at the bottom by continuous ornamental bars.","Homer","Homer, Iliad 3, 458-","[]","[]","Unknown place, province of Egypt","The fragment comes from the top of a column. It is torn at bottom and both sides.",1,"Recto, the Verso is blank","Literary","774r.jpg",,,,TRUE,"2007-04-11","1 papyrus ; 4.1 x 5.5 cm.","grc","00","50","First half of the Ist century A.D.","Homeric papyrus (Iliad 3, 458-4,1)","Papyrus","[""Literature"", ""Epic poetry"", ""Homer"", ""Iliad""]",TRUE,"III","68",,,,,
129,,"2021-02-09 23:53:26",,,,"664","Recto","Pap",,"Yes","Purchased by L. Amundsen from R. H. Blanchard, Schâri Kâmil, Cairo, Jan. 5, 1928","Homeric papyrus (Iliad 9, 381-386)","10.4 x 6.2 cm.","Unknown place, province of Egypt","Greek","7","The fragment is  written in the large, beautiful letters of a well-known book style. There is a certain contrast between the splendid character of the handwriting and the coarse material it is written on.","Homer","Homer, Iliad 9, 381-386","[]","[]","Unknown place, province of Egypt","The papyrus material is rather poor and coarse. Our fragment comes from the top of a column, it is broken on both sides and breakes off after line 6. The top margin is 2 1/2 cm.",1,"Recto, the Verso is blank","Literary","664r.jpg",,,,TRUE,"2007-04-11","1 papyrus ; 10.4 x 6.2 cm.","grc","300","399","IVth century A.D.","Homeric papyrus (Iliad 9, 381-386)","Papyrus","[""Literature"", ""Epic poetry"", ""Homer"", ""Iliad""]",TRUE,"III","69",,,,,
130,,"2021-02-09 23:53:26",,,,"1017v","Verso","Pap",,"Yes","Purchased by L.Amundsen from M.Nahman, Cairo, Febr. 18, 1929","Religious calendar concerning the imperial cult.","18.5 x 9.3 cm.","Tebtynis, Polemonos meris, Arsinoite nome, province of Egypt","Greek","22",,,"Remnants of a religious calendar, registering birthdays and memorial days of deified emperors and empresses.","[""Vesta"", ""Lucius Aurelius Verus, emperor"", ""Titus, emperor"", ""Hadrianus, emperor"", ""Lucius Aelius Caesar, emperor"", ""Aurelius Antoninus Caesar, emperor""]","[""Roma""]","Probably Tebtynis, Polemonos meris, Arsinoite nome, province of Egypt","Medium brown papyrus. Written in two columns, of col. I just the end of the lines is preserved, of column II, much of the right part is missing. Some of the top margin is preserved, measuring 1 1/2 cm. The bottom part is torn, and there are holes here and there.",1,"Verso, the Recto is published as P.Oslo III 115","Documentary",,"1017v.jpg","(The beginning too incomplete to be translated) Dec.1: On the occasion of the arrival of the ........... Dec.4: On the occasion of the birthday of the goddess ...... Dec.11: On the occasion of the birthday of the Hestia in the Prytaneum a sacrifice is made to Ulpia (?). Dec.13: On the occasion of the God Hadrianus having fullfilled the second ten-years' term of his reign, a choral song (?). Dec. 15: On the occasion of the birthday of the God Lucius Aurelius Verus, a ceremony; Dec. 30: On the occasion of the birthday of the God Titus, a ceremony. Jan.: On the occasion of the return of our Lord Aurelius Antoninus Caesar to his capital Rome, a ceremony. Jan.13 (?) : On the occasion of the birthday of the God Lucius Aelius Caesar, a performance. On the occasion of .. (breaks off)","Smallwood EM, Documents illustrating the principates of Nerva, Trajan and Hadrian. Cambr. 1966, no. 147;Vandoni M, Feste pubbliche e private nei documenti Greci. Milano 1964, no. 12Turner EG, 'Oxyrhynchus and Rome' in: Oxyrhynchus: a city and its texts, 2007, p.156, n.1",TRUE,"2007-04-16","1 papyrus ; 18.5 x 9.3 cm.","grc","169","176","169-176(?) A.D.","Religious calendar concerning the imperial cult.","Papyrus","[""Birthday"", ""Memorial day"", ""Calendar"", ""Religion"", ""Cult"", ""Emperor"", ""Sacrifice"", ""Performance""]",TRUE,"III","77",,,,,"https://papyri.info/ddbdp/p.oslo;3;77"
131,,"2021-02-09 23:53:26",,,,"440","Recto & Verso","Pap",,"Yes","Purchased 1923 through British Museum, with M. Nahman as the dealer. Cf. the reports and the inventory list by H. I. Bell","Loan","8 x 13.2 cm.","Theadelphia, Themistou meris, Arsinoite nome, province of Egypt","Greek","Recto: 29Verso: 1",,"Dioskoros, son of Herakleides","A declaration that Dioskoros and his wife have received a loan from Leonides.","[""Dioskoros, son of Heakleides"", ""Sarapias, daughter of Theon and wife of Dioskoros"", ""Leonides, son of Herodes"", ""Caesar Traianus Hadrianus Augustus, emperor""]","[""Theadelphia, Themistou meris, Arsinoite nome""]","Theadelphia, Themistou meris, Arsinoite nome, province of Egypt","Medium brown papyrus. The last part of the lines is missing, since the papyrus has been cut at the right side. The left margin is 1.8, the top one 1 1/2 cm. Torn at the bottom.",1,"Recto & Verso","Documentary","440r.jpg","440v.jpg","In the second year of the Imperator Caesar Traianus Hadrianus Augustus, the 22nd of the month Dystros, 22. Tybi, in Theadelphia, the district of Themistos in the  Arsinoite nome. Dioskoros, son of Herakleides, Persian of the epigone, about fourty-nine years old, with no special characteristcs, and his wife Sarapias, daughter of Theon, Persian of the epigone, about fourty-five years old, with a wart on the right side of her upper lip and a scar above the ankel of her left foot, with the abovementioned Dioskoros as her guardian, the two of them being sureties for each other for the payment, acknowledge to Leonides, son of Herodes, with a scar on his right calf, that they have received from him a loan, with interest, of 28 silver drachmas, plus the worth of one and a half and one twelfth(?) artabas of wheat, with the four-choinix measure of the village. And the two shall pay Leonides back in the month Payni in the present second year .............. Verso: Contract between Dioskoros with his wife and Leonides, son of Herodes, 28 drachmas, one and a half and ... artabas of wheat.",,TRUE,"2007-04-17","1 papyrus ; 8 x 13.2 cm.","grc","118",,"January 17, 118 A.D.","Loan","Papyrus","[""Contract"", ""Loan"", ""Wheat"", ""Money""]",TRUE,"III","131",,,,,"https://papyri.info/ddbdp/p.oslo;3;131"
