"id","user_id","year","title","bibsys_objektid","report_type","pub_type","series","volume","publisher","publication_place","issn","isbn","journal","booktitle","number","chapter","edition","school","note","abstract","url","doi","crossref","pages","public","keywords","public_note","private_note"
1242,14,"2011","En kritisk strategi","497442","","Article","","17","","","0805-276X","","Prosa","","3","","","","","","","","","24-25",1,"[""litteraturkritikk/anmeldelser""]",NULL,NULL
1243,14,"2006","Totusenogsex : om kjønn på sakprosamarkedet","400876","","Article","","12","","","0805-276X","","Prosa","","6","","","","","","","","","6-13",1,"[""forlagsbransjen"",""kjønn"",""Sakprosa""]",NULL,NULL
1244,14,"2007","Om oversettelse som politikk og diktning i sakprosa : hva var det egentlig han sa?","410067","","Article","","13","","","0805-276X","","Prosa","","3","","","","Tar utgangspunkt i en setning uttalt av Slobodan Milosevic","","","","","54-60",1,"[""politikk"",""resepsjonsanalyse"",""Sakprosa""]",NULL,NULL
1245,14,"2007","En tabloid anmelders bekjennelser : essay : sakprosakritikk på norsk","414723","","Article","","13","","","0805-276X","","Prosa","","4","","","","","","","","","26-32",1,"[""kulturjournalistikk"",""litteraturkritikk/anmeldelser"",""Sakprosa""]",NULL,NULL
1246,14,"2007","Prosaens kunst eller kunsten å forme i prosa : om skjønt håndverk i saklig litteratur","417506","","Article","","13","","","0805-276X","","Prosa","","5","","","","","","","","","6-11",1,"[""litteratur"",""stilistikk""]",NULL,NULL
1247,14,"2007","Biografiens triumf : om sakprosaens kommersielle suksess-sjanger","420885","","Article","","13","","","0805-276X","","Prosa","","6","","","","","","","","","46-51",1,"[""biografier"",""sjanger"",""Sakprosa""]",NULL,NULL
1248,14,"2008","Om skipsfart og sjøsprøyt i norsk sakprosa","426088","","Article","","14","","","0805-276X","","Prosa","","1","","","","","","","","","24-30",1,"[""dokumentarlitteratur"",""Sakprosa""]",NULL,NULL
1249,14,"2008","Fortsatt verdenskrig i sakprosaen : om forvaltning og resepsjon av krigsvitnesbyrd","427471","","Article","","14","","","0805-276X","","Prosa","","2","","","","","","","","","20-27",1,"[""dokumentarlitteratur"",""krig"",""resepsjonsteori"",""Sakprosa""]",NULL,NULL
1250,14,"2008","Form & design : hvor trykkes norsk sakprosa?","430789","","Article","","14","","","0805-276X","","Prosa","","3","","","","","","","","","58-60",1,"[""stilistikk"",""Sakprosa""]",NULL,NULL
1251,14,"2008","Skaff deg eit innhald!Skaff deg ei form!","439269","","Article","","14","","","0805-276X","","Prosa","","5","","","","","","","","","47-48",1,"[""stilistikk""]",NULL,NULL
1252,14,"2008","Om bransjemoral i et forlags-journalistisk kompleks : unntak fra folkeskikken","441302","","Article","","14","","","0805-276X","","Prosa","","6","","","","","","","","","6-14",1,"[""etikk/moral"",""forlagsbransjen"",""journaler""]",NULL,NULL
1253,14,"2009","Den sensasjonelle sakprosaen","446758","","Article","","15","","","0805-276X","","Prosa","","1","","","","","","","","","58-60",1,"[""sakprosadefinisjoner"",""Sakprosa""]",NULL,NULL
1254,14,"2009","Finansprosa i krisetider : hvilke alternativer finnes til finansaktørenes eget verdensbilde?","449197","","Article","","15","","","0805-276X","","Prosa","","2","","","","","","","","","6-12",1,"[""næringsliv""]",NULL,NULL
1279,14,"2001","Sakprosaen - litteraturens fattige fetter?","298432","","Article","","7","","","0805-276X","","Prosa","","3","","","","","","","","","12-14, 16-17",1,"[""litteratur"",""sakprosadefinisjoner"",""Sakprosa""]",NULL,NULL
1280,14,"2005","Dokumentarverkets dilemma","370712","","Article","","111","","","0039-7717","","Syn og segn","","2","","","","","","","","","62-69",1,"[""dokumentarlitteratur""]",NULL,NULL
1281,14,"1999","Pasienten som tekst : metaforer i medisinen","265104","","Article","","119","","","0029-2001","","Tidsskrift for Den norske legeforening","","18","","","","","","","","","2677-2680",1,"[""medisin og helse"",""metaforteori"",""sakprosaanalyse""]",NULL,NULL
1282,14,"2006","En språklig analyse av norsk medisinsk prosa","383216","","Article","","126","","","0029-2001","","Tidsskrift for Den norske legeforening","","1","","","","","","","","","65-68",1,"[""medisin og helse"",""sakprosaanalyse"",""språk""]",NULL,NULL
1283,14,"2011","Barns kommunikasjon med ulike typer kart : en progressiv tilnærming til kartlesing","505337","","Article","","5","","","1504-9922","","Acta didactica Norge [elektronisk ressurs]","","1","","","","","","","","","18",1,"[""barn og ungdom"",""lesing"",""oppslagsverk""]",NULL,NULL
1284,14,"2012","From ‘essay’ to ‘personal text’ : the role of genre in Norwegian EFL exam papers 1996-2011","527559","","Article","","6","","","1504-9922","","Acta didactica Norge [elektronisk ressurs]","","1","","","","","","","","","""""",1,"[""elevtekster"",""sjanger""]",NULL,NULL
1285,14,"2009","Læreboka – ein garantist for læreplannær undervisning? Norskbøkene i møte med eit nytt hovudområde","","","Article","","3","","","","","Acta Didactica Norge","","1","","","","","","http://adno.no/index.php/adno/article/view/91","","","",1,"[""læremidler"",""læreplaner"",""norskfaget""]",NULL,NULL
1286,14,"2008","Mot eit moderne norskfag","","","Article","","2","","","","","Acta Didactica Norge","","1","","","","","","","","","",1,"[""norskfaget""]","Gjelder for alle digitale tidsskriftsartikler: det opereres ikke med til-fra sidetall i slike tidsskrifter. Hvordan løser vi dette i sakbib?",NULL
1287,14,"2009","Forskningen om sakens prosa","","","Article","","1","","","","","Sakprosa","","1","","","","","","","","","",1,"[""sakprosadefinisjoner""]",NULL,"Fins ikke i Norart (ennå)"
1288,14,"2010","Historisk blikk på avisa som tekst og diskurs","","","Article","","2","","","","","Sakprosa","","1","","","","","","","","","",1,"[""aviser"",""diskursanalyse"",""pressehistorie""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1289,14,"2010","Førti år i forskningens tjeneste","","","Article","","2","","","","","Sakprosa","","1","","","","","","","","","",1,"[""medisin og helse"",""naturfag/naturvitenskap"",""pressehistorie""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1290,14,"2010","Flödande inspiration och praktiska råd. Om trädgårdsboken i ett läsarperspektiv","","","Article","","2","","","","","Sakprosa","","1","","","","","","","","","",1,"[""natur- og friluftsliv"",""sakprosaanalyse""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1291,14,"2010","""Her er det veldig mye informasjon”","","","Article","","2","","","","","Sakprosa","","1","","","","","","","","","",1,"[""digitale tekster"",""informasjonsteknologi"",""kundekommunikasjon"",""reklame""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1292,14,"2010","Intimbiografi og kraftprosa - kan det være legitimt?","","","Article","","2","","","","","Sakprosa","","1","","","","","","","","","",1,"[""biografier""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1293,14,"2011","Stillingsannonsen som brandingtekst – modelleserkonstruksjoner og handlingstyper i en stillingsannonse for Forsvarsdepartementet","","","Article","","3","","","","","Sakprosa","","1","","","","","","","","","",1,"[""modelleser""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1294,14,"2011","Partiene og offentligheten -- Norske partiprogrammer 1884-1906","","","Article","","3","","","","","Sakprosa","","1","","","","","","","","","",1,"[""offentlighet"",""partiprogrammer""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1295,14,"2011","Politisk flerstemmighet - hvordan skapes et partiprogram?","","","Article","","3","","","","","Sakprosa","","1","","","","","","","","","",1,"[""flerstemmighet"",""partiprogrammer""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1296,14,"2011","Litteratursosiologi og estetikk - Jan Mukařovský revisited","","","Article","","3","","","","","Sakprosa","","2","","","","","","","","","",1,"[""forfatterskap"",""litteratur"",""litteratursosiologi"",""sosiologi""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1297,14,"2011","Hva skjer når en nettspiller setter seg selv i scene i mediene? - Om identitetsdannelse i nettverkssamfunnet","","","Article","","3","","","","","Sakprosa","","2","","","","","","","","","",1,"[""medievitenskap"",""psykologi"",""sosiologi""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1298,14,"2011","Møte og manifestasjon: Skrivingens vei mellom formløshet og form","","","Article","","3","","","","","Sakprosa","","2","","","","","","","","","",1,"[""skriving""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1299,14,"2012","Fra lidenskab til ligegyldighed – En caseanalyse fra Danmarks Domstole af et sprogpolitisk projekts (manglende) gennemslagskraft","","","Article","","4","","","","","Sakprosa","","1","","","","","","","","","",1,"[""juss og rettsvesen"",""språknormering""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1300,14,"2012","Svigermors stemme. En overskriftsanalyse av svigermors fortellinger i ukepressen","","","Article","","4","","","","","Sakprosa","","1","","","","","","","","","",1,"[""presse"",""tekstanalyse""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1301,14,"2012","Scenarier – genre og genrefartøy","","","Article","","4","","","","","Sakprosa","","1","","","","","","","","","",1,"[""sjanger""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1302,14,"2012","Snyd med sproghandlinger: Et retorisk casestudie fra den danske politiske debat","","","Article","","4","","","","","Sakprosa","","2","","","","","","","","","",1,"[""retorikk""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1303,14,"2012","Kontinuitet eller ny start? - Norsk literacy på lokalt nivå i tidleg eldre nytid: To tekstanalysar i språkhistorisk lys","","","Article","","4","","","","","Sakprosa","","2","","","","","","","","","",1,"[""språk"",""språkhistorie"",""tekstanalyse""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1304,14,"2013","Vaktbikkjer i flokk","","","Article","","5","","","","","Sakprosa","","1","","","","","","","","","",1,"[""presse"",""retorikk""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1305,14,"2013","Etosimplikaturer i lanseringsjournalistikk","","","Article","","5","","","","","Sakprosa","","1","","","","","","","","","",1,"[""journalistikk"",""kulturjournalistikk"",""presse"",""journaler""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1306,14,"2013","Minne, mediering, meining. Teksttransformasjon som pedagogisk fenomen i Andreas Austlids Lesebok for folkeskulen (1902-1906)","","","Article","","5","","","","","Sakprosa","","1","","","","","","","","","",1,"[""forfatterskap"",""litteraturhistorie"",""læremidler""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.",NULL
1307,14,"2013","Stendhal – vår samtidige? Å lese Selvopptatte memoarer 200 år etter","","","Article","","5","","","","","Sakprosa","","1","","","","","","","","","",1,"[""forfatterskap"",""memoarer""]","Tidsskriftet Sakprosa finnes ikke i Norart-databasen foreløpig.\n\n<p>Gjelder for alle digitale tidsskriftsartikler: det opereres ikke med til-fra sidetall i slike tidsskrifter. Hvordan l&oslash;ser vi dette i sakbib?</p>",NULL
1308,14,"2012","For sakens skyld: en vurdering av sakprosa i fire sentrale læreverk for videregående skole","121809803","Masteroppgave","Mastersthesis","","","","Trondheim","","","","","","","","Norges teknisk-naturvitenskapelige universitet","Masteroppgave i nordisk litteraturvitenskap","","","","","",1,"[""læremidler"",""sakprosaanalyse"",""Sakprosa""]",NULL,NULL
1309,14,"2010","Hvordan behandles litterær sakprosa i mediene?","113714823","Masteroppgave","Mastersthesis","","","","","","","","","","","","Høgskolen i Vestfold","Masteroppgave i faglitterær skriving","","","","","",1,"[""litteraturkritikk/anmeldelser"",""Sakprosa""]",NULL,NULL
1310,14,"2007","Sakprosa på norsk tegnspråk: eksplorerende analyse av tematisk koherens","071060316","Hovedoppgave","Mastersthesis","","","","Trondheim","","","","","","","","Norges teknisk-naturvitenskapelige universitet","Hovedoppgave i anvendt språkvitenskap","","http://brage.bibsys.no/hist/handle/URN:NBN:no-bibsys_brage_9059","","","",1,"[""muntlige tekster"",""språk"",""Sakprosa""]",NULL,NULL
1311,14,"2011","Tre veier til visuelle tekster: visuell retorikk, resepsjonsteori og sosialsemiotikk som ""bildeåpnere""","13006713x","Masteroppgave","Mastersthesis","","","","","","","","","","","","Høgskolen i Vestfold","Master i pedagogiske tekster - læring - kommunikasjon - design","","http://brage.bibsys.no/hive/handle/URN:NBN:no-bibsys_brage_36367","","","",1,"[""resepsjonsteori"",""retorikk"",""semiotikk"",""visuell retorikk""]",NULL,NULL
1312,14,"2010","Vaart Valgopraab: norske partiprogrammer 1884-1906: et teksthistorisk sjangerstudium","11229670x","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i retorikk og språklig kommunikasjon","","https://www.duo.uio.no/handle/10852/26874","","","",1,"[""partiprogrammer"",""sjanger"",""teksthistorie""]",NULL,NULL
1313,14,"2010","Partiprogrammet som flerstemmig tekst: en retorisk genreanalyse av       Arbeiderpartiets partiprogram 2009-2013 på bakgrunn av forslag som kom inn til programmet","111030366","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i retorikk og språklig kommunikasjon","","https://www.duo.uio.no/handle/10852/26872","","","",1,"[""partiprogrammer"",""retorikk"",""sjanger""]",NULL,NULL
1314,14,"2010","Digital skrivepraksis i videregående skole: en studie av digital sjangerforhandling og sjangerutvikling sett i et retorisk perspektiv","10205388x","Masteroppgave","Mastersthesis","","","","","","","","","","","","Høgskolen i Hedmark","Masteroppgave i språk, kultur og digital kommunikasjon","","http://brage.bibsys.no/hhe/handle/URN:NBN:no-bibsys_brage_13833","","","",1,"[""digitale tekster"",""retorikk"",""sjanger""]",NULL,NULL
1315,14,"2012","Semantisk imperialisme?: ein kritisk diskursanalyse av styringsdokument i skuleverket","130557382","Masteroppgave","Mastersthesis","","","","Bergen","","","","","","","","Universitetet i Bergen","Masteroppgave i nordisk","","https://bora.uib.no/handle/1956/5867","","","",1,"[""diskursanalyse""]",NULL,NULL
1316,14,"2011","En vegg av tekst: en kvalitativ intervjuundersøkelse av skjemaet  Krav om ytelse ved fødsel og adopsjon (NAV 14-05.05)","120091097","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i retorikk og språklig kommunikasjon","","https://www.duo.uio.no/handle/10852/26876","","","",1,"[""kundekommunikasjon"",""sakprosaanalyse"",""samfunnsfag""]",NULL,NULL
1317,14,"2010","Pamp eller pusekatt?: en rettsretorisk argumentasjonsanalyse","112297358","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i nordisk språk","","https://www.duo.uio.no/handle/10852/26728","","","",1,"[""argumentasjon"",""rettsretorikk""]",NULL,NULL
1318,14,"2009","Brandingannonsen: modelleserkonstruksjoner og  handlingstyper i fem organisasjoners annonser","093805772","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i nordisk litteratur","","https://www.duo.uio.no/handle/10852/26608","","","",1,"[""modelleser"",""organisasjoner""]",NULL,NULL
1319,14,"2009","Om oppgaveformuleringens oppgave: en testteoretisk undersøkelse av oppgaveformuleringens betydning for tekstkvalitet i skriftlige andrespråktekster","093603932","Masteroppgave","Mastersthesis","","","","Bergen","","","","","","","","Universitetet i Bergen","Masteroppgave i nordisk","","","","","",1,"[""akademisk skriving"",""elevtekster"",""språk""]",NULL,NULL
1320,14,"2008","hva skjer? ;D: sekvenser, emneinnledninger og stil i direktemeldingssamtaler blant ungdom","092646913","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i norsk som andrespråk","","","","","",1,"[""barn og ungdom"",""digitale tekster"",""informasjonsteknologi"",""Samtale""]",NULL,NULL
1321,14,"2008","Enkelt og forståelig?: en kritisk tekstanalyse av informasjonsmateriell om obligatorisk tjenestepensjon","092646263","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i norsk som andrespråk","","","","tekstanalyse,","",1,"[""kundekommunikasjon"",""sakprosaanalyse"",""tekstanalyse"",""samfunnsfag""]",NULL,NULL
1322,14,"2008","Avisleseren og klimadiskursen: Dagbladets posisjoneringer av lesernes forhold til klimaendringer","082522812","Masteroppgave","Mastersthesis","","","","Trondheim","","","","","","","","Norges teknisk-naturvitenskapelige universitet","Masteroppgave i språklig kommunikasjon","","","","","",1,"[""aviser"",""diskursanalyse""]",NULL,NULL
1323,14,"2007","Tekst og identifikasjon i den norske EU-debatten 1993-94: ein modellesaranalyse av tre sentrale tekstar","080307957","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i nordisk språk","","","","","",1,"[""EU"",""modelleser"",""tekstanalyse""]",NULL,NULL
1324,14,"2007","Multimodalitet, mening og modelleseren: en analyse av multimodale ressurser i læreverket Streif","080307868","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i nordisk språk","","","","","",1,"[""læremidler"",""modelleser"",""multimodale tekster"",""tekstanalyse""]",NULL,NULL
1325,14,"2007","Ulver er snille dyr: diskurs og stemmer i elevtekster på 11.trinn: en diskursanalytisk undersøkelse av elevtekster i møtet mellom norsk og naturfag","080307574","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i anvendt lingvistikk","","","","","",1,"[""diskursanalyse"",""elevtekster"",""naturfag/naturvitenskap"",""norskfaget""]",NULL,NULL
1326,14,"2007","Fakta i endring: en analyse av temaet arbeid og arbeidsliv i et utvalg av norske leksika","071849971","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i nordisk språk","","","","","",1,"[""oppslagsverk""]",NULL,NULL
1327,14,"2007","Hvis noen mener at jeg tar feil, så kan de ta seg faen på at jeg driter i det!: en tekstlingvistisk analyse av svake, resonnerende elevtekste tekster","071818413","Hovedoppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Hovedoppgave i nordisk språk","","","","","",1,"[""elevtekster"",""tekstlingvistikk""]",NULL,NULL
1328,14,"2007","Lærebokas virkelighetsbilde: en tekstanalyse av en sovjetisk og to russiske lærebøker i historie","071432892","Hovedoppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Hovedoppgave i russisk","","","","","",1,"[""historie"",""læremidler"",""tekstanalyse""]",NULL,NULL
1329,14,"2006","Demokratisk prøverom: analyse av eit ordskifte for born og ungdom gjennom 30 år","061890847","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i nordisk litteratur","","https://www.duo.uio.no/handle/10852/26532","","","",1,"[""barn og ungdom"",""demokrati""]",NULL,NULL
1330,14,"2006","En, to, fire, tre, fem ...: om Å lese med forståelse : leksikon som læremiddel i ungdomsskolen? : en tekstlingvistisk undersøkelse av to leksikonartikler og fem ungdomsskoleelevers lesning av dem","06161226x","Hovedoppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Hovedoppgave i nordisk språk","","","","","",1,"[""læremidler"",""oppslagsverk""]",NULL,NULL
1331,14,"2006","Newspaper film reviews: a critical discourse analysis","060981814","Masteroppgave","Mastersthesis","","","","","","","","","","","","Universitetet i Oslo","Masteroppgave i lingvistikk","","","","","",1,"[""diskursanalyse"",""kulturjournalistikk""]",NULL,NULL
1332,14,"2006","Forsidens rollespill: en komparativ multimodal analyse av forsider i to serbiske og to norske aviser","06089153x","Masteroppgave","Mastersthesis","","","","","","","","","","","","Høgskolen i Agder","Masteroppgave i nordisk språk og litteratur","","","","","",1,"[""aviser"",""multimodale tekster""]",NULL,NULL
1333,14,"2005","Struktur og sammenheng i argumenterende elevtekster: makrostrukturer og referentkopling i tiendeklassetekster","051753642","Hovedoppgave","Mastersthesis","","","","","","","","","","","","Universitetet i Oslo","Hovedoppgave i nordisk språk","","","","","",1,"[""elevtekster"",""tekstlingvistikk""]",NULL,NULL
1334,14,"2004","Tekststrukturens innvirkning på leseforståelsen: en studie av fire læreboktekster for ungdomstrinnet og sju elevers lesing av dem","042000041","Avhandling (dr. art.)","Phdthesis","","","","Trondheim","","","","","","","","Norges teknisk- naturvitenskapelige universitet","Institutt for språk og kommunikasjonsstudier","","","","","279",1,"[""lesing"",""læremidler"",""tekstvitenskap""]",NULL,NULL
1335,14,"2004","Små, men store!: samtidens mangfoldige sjanger : en tekstlingvistisk beskrivelse av tekstmeldingen","041868501","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i nordisk språk","","","","","",1,"[""informasjonsteknologi"",""sjanger"",""tekstlingvistikk""]",NULL,NULL
1336,14,"2012","Intensjonen i fortellende elevtekster ﻿","","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i nordisk didaktikk","","https://www.duo.uio.no/handle/10852/34119","","","",1,"[""didaktikk"",""elevtekster""]",NULL,NULL
1337,14,"2011","Si ;D i norskfaget : en studie av leserinnlegg skrevet av ungdom","","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i nordisk didaktikk","","https://www.duo.uio.no/handle/10852/32372","","","",1,"[""norskfaget""]",NULL,NULL
1338,14,"2010","""Vi er elever og skriver om ting vi bryr oss om, da"" : en studie av tekstkulturelle forbilder i skoleavisa ved en videregående skole","","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i nordisk didaktikk","","https://www.duo.uio.no/handle/10852/32368","","","",1,"[""aviser"",""tekstnormer""]",NULL,NULL
1339,14,"2010","Mellom kulepunkt og fagbegrep : Elevers bruk av PowerPoint i presentasjoner av fordypningsoppgaven i Vg3 ﻿","","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i nordisk didaktikk","","https://www.duo.uio.no/handle/10852/32365","","","",1,"[""didaktikk""]",NULL,NULL
1340,14,"2010","Kommunikativitet i elevtekster : En studie av samhandlingssignal i elevtekster på 10. trinn ﻿","","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i nordisk didaktikk","","https://www.duo.uio.no/handle/10852/32364","","","",1,"[""elevtekster""]",NULL,NULL
1341,14,"2009","Når er ordene dine? : om kildebruk i norskfaget i videregående skole","","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i nordisk didaktikk","","https://www.duo.uio.no/handle/10852/32402","","","",1,"[""norskfaget""]",NULL,NULL
1342,14,"2012","Troverdig webkommunikasjon : Retorisk troverdighet på kunnskapsorganisasjoners nettsteder","","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i retorikk og språklig kommunikasjon","","https://www.duo.uio.no/handle/10852/26881","","","",1,"[""digitale tekster"",""organisasjoner"",""retorikk""]",NULL,NULL
1343,14,"2012","Om retorikeren : En drøfting av retorikkvitenskapen som en empirisk og normativ videnskab om production og reception av ytringer, betragtet i deres helhed ﻿","","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i retorikk og språklig kommunikasjon","","https://www.duo.uio.no/handle/10852/35127","","","",1,"[""retorikk"",""strategisk og kommunikativt språk"",""Habermas"",""Christian Kock""]",NULL,NULL
1344,14,"2011","Krisekommunikasjon i sosiale medier : Teoretisk drøfting og empirisk analyse av krisekommunikasjon på en ny retorisk arena ﻿","","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i retorikk og språklig kommunikasjon","","https://www.duo.uio.no/handle/10852/26875","","","",1,"[""digitale tekster"",""retorikk""]",NULL,NULL
1345,14,"2011","Staten tar røyken fra deg : en retorisk analyse av antirøykekampanjer","","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i retorikk og språklig kommunikasjon","","https://www.duo.uio.no/handle/10852/26877","","","",1,"[""medisin og helse"",""retorikk"",""retorisk analyse""]",NULL,NULL
1346,14,"2011","- Takk for din tålmodighet. : En studie av kriseretorikk i Norges Statsbaner (NSB)","","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i retorikk og språklig kommunikasjon","","https://www.duo.uio.no/handle/10852/26878","","","",1,"[""kundekommunikasjon"",""retorikk""]",NULL,NULL
1347,14,"2010","Diskursiv konstruksjon av framtid : scenarier i offentlige utredninger som retorisk praksis","","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i retorikk og språklig kommunikasjon","","https://www.duo.uio.no/handle/10852/26873","","","",1,"[""retorikk"",""utredninger""]",NULL,NULL
1348,14,"2009","Mot en ny norsk kulturpolitikk? : innlemmelsen av arkitektur og design i kulturpolitikkens topologi","","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i retorikk og språklig kommunikasjon","","https://www.duo.uio.no/handle/10852/26884","","","",1,"[""kulturpolitikk"",""politikk"",""retorikk""]",NULL,NULL
1349,14,"2009","Profesjonskamp i helsevesenet som tekst : Argumentasjonsanalyse av en høringsuttalelse","","Masteroppgave","Mastersthesis","","","","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i retorikk og språklig kommunikasjon","","https://www.duo.uio.no/handle/10852/26886","","","",1,"[""argumentasjon"",""medisin og helse"",""sakprosaanalyse""]",NULL,NULL
1350,1,"2005","Virksomme ord: politiske taler 1814-2005","051540223","","Book","","","Universitetsforl.","Oslo","","978-82-15-00814-1","","","","","","","","Inneholder korte introduksjonsartikler til taler av Christian Fredrik, Nicolai Wergeland, Jonas Rein, Riksforsamlingen, Niels Hertzberg, Wilhelm F. K. Christie, Henrik Wergeland, Marcus Thrane, Honoratus Halling, Anton Martin Schweigaard, Bernhard Dunker, Ludig Kristensen, Ole Jacob Broch, Christopher Bruun, Aasmund Olavsson Vinje, Johan Sverdrup, Bjørnstjerne Bjørnson, Gisle Johnson, Søren Jaabæk, Lars Oftedal, Henrik Ibsen, Oscar Nissen, Gina Krog, Johan Christian Heuch, Katti Anker Møller, Wollert Konow, Fridtjof Nansen, Francis Hagerup, Carl Christian Berner, Christian Michelsen, Gunnar Heiberg, Haakon VII, Jacob Vidnes, Martin Tranmæl, Ole Olsen Lian, Arne Ording, Peder Furubotn, Christopher Hornsrud, Arnulf Øverland, Ole Hallesby, Nils Lavik, Einar Gerhardsen, Vidkun Quisling, Johan Nygaardsvold, Jon Sundby, Haakon Lie, Lars Eskeland, Carl J. Hambro, Nordahl Grieg, Jacob S. Worm-Mûller, Gulbrand Lunde, Toralv Øksnevad, Francis Bull, Karl Evang, Gunnar Garbo, Finn Gustavsen, John Lyng, Trygve Bull, Trygve Bratteli, Anne Enger Lahnstein, Sigbjørn Hølmebakk, Anders Lange, Reidar T. Larsen, Pål Steigan, Erik Dammann, Mikkel N. Eira, Hans G. Øvregård, Håkon Henriksen, Berit Ås, Gro Harlem Brundtland, Jan P. Syse, Berge Furre, Gunnar Stålsett, Carl I. Hagen, Shabana Rehman, Erik Solheim, Kristin Halvorsen, Jens Stoltenberg.","","","","XLVIII, 707",1,"[""demokrati"",""muntlige tekster"",""taler""]",NULL,NULL
1353,14,"2012","Spadestikk 1967-2012","120426862","","Book","","","Fagbokforlaget","Bergen","","","","","","","","","","","","","","885",1,"[""sakprosahistorie""]",NULL,NULL
1354,14,"2012","PaxLeksikon","","","Inbook","","","Fagbokforlaget","Bergen","","","","Spadestikk 1967-2012","","","","","","","","","120426862","195-254",1,"[""norsk åndsliv""]",NULL,NULL
